NEvent,ChipId,Payload,Locatn,Row/Col,tStamp,MSB,LSB,ToT,ToT(us)
0,0, 4, 0,Row,211, 6,229 , 1765 , 17.65 
0,0, 4, 0,Col,211, 12,183 , 3255 , 32.55 
0,0, 4, 0,Row,70, 12,44 , 3116 , 31.16 
0,0, 4, 0,Col,70, 9,37 , 2341 , 23.41 
1,0, 4, 0,Row,195, 8,140 , 2188 , 21.88 
1,0, 4, 0,Col,195, 8,11 , 2059 , 20.59 
2,0, 4, 0,Row,192, 14,69 , 3653 , 36.53 
2,0, 4, 0,Col,192, 13,215 , 3543 , 35.43 
3,0, 4, 0,Row,189, 1,85 , 341 , 3.41 
3,0, 4, 0,Col,189, 0,220 , 220 , 2.2 
4,0, 4, 0,Row,187, 2,178 , 690 , 6.9 
4,0, 4, 0,Col,187, 2,68 , 580 , 5.8 
5,0, 4, 0,Row,55, 9,118 , 2422 , 24.22 
5,0, 4, 0,Col,55, 8,253 , 2301 , 23.01 
6,0, 4, 0,Row,53, 0,58 , 58 , 0.58 
6,0, 4, 0,Col,53, 15,193 , 4033 , 40.33 
7,0, 4, 0,Row,50, 15,45 , 3885 , 38.85 
7,0, 4, 0,Col,50, 14,192 , 3776 , 37.76 
8,0, 4, 0,Row,47, 15,219 , 4059 , 40.59 
8,0, 4, 0,Col,47, 15,102 , 3942 , 39.42 
9,0, 4, 0,Row,45, 1,35 , 291 , 2.91 
9,0, 4, 0,Col,45, 0,177 , 177 , 1.77 
10,0, 4, 0,Row,42, 15,100 , 3940 , 39.4 
10,0, 4, 0,Col,42, 14,247 , 3831 , 38.31 
11,0, 4, 0,Row,39, 1,154 , 410 , 4.1 
11,0, 4, 0,Col,39, 1,43 , 299 , 2.99 
12,0, 4, 0,Row,37, 14,215 , 3799 , 37.99 
12,0, 4, 0,Col,37, 14,96 , 3680 , 36.8 
13,0, 4, 0,Row,34, 0,151 , 151 , 1.51 
13,0, 4, 0,Col,34, 0,36 , 36 , 0.36 
14,0, 4, 0,Row,31, 0,44 , 44 , 0.44 
14,0, 4, 0,Col,31, 15,186 , 4026 , 40.26 
