Row 	 Counts 
0 	 0 
1 	 10 
2 	 10 
3 	 0 
4 	 10 
5 	 10 
6 	 0 
7 	 10 
8 	 10 
9 	 0 
10 	 10 
11 	 0 
12 	 10 
13 	 9 
14 	 10 
15 	 10 
16 	 10 
17 	 10 
18 	 0 
19 	 0 
20 	 10 
21 	 10 
22 	 0 
23 	 1 
24 	 10 
25 	 10 
26 	 10 
27 	 10 
28 	 10 
29 	 10 
30 	 10 
31 	 10 
32 	 10 
33 	 10 
34 	 9 
