Row 	 Counts 
0 	 0 
1 	 0 
2 	 10 
3 	 0 
4 	 8 
5 	 10 
6 	 10 
7 	 8 
8 	 10 
9 	 10 
10 	 0 
11 	 0 
12 	 10 
13 	 10 
14 	 9 
15 	 10 
16 	 10 
17 	 0 
18 	 10 
19 	 10 
20 	 4 
21 	 10 
22 	 10 
23 	 10 
24 	 10 
25 	 0 
26 	 10 
27 	 10 
28 	 10 
29 	 0 
30 	 10 
31 	 0 
32 	 8 
33 	 10 
34 	 10 
