Row 	 Counts 
0 	 0 
1 	 9 
2 	 10 
3 	 0 
4 	 0 
5 	 10 
6 	 0 
7 	 10 
8 	 10 
9 	 10 
10 	 10 
11 	 10 
12 	 10 
13 	 0 
14 	 8 
15 	 0 
16 	 0 
17 	 10 
18 	 0 
19 	 10 
20 	 10 
21 	 10 
22 	 10 
23 	 0 
24 	 0 
25 	 10 
26 	 10 
27 	 10 
28 	 10 
29 	 10 
30 	 10 
31 	 0 
32 	 10 
33 	 10 
34 	 9 
