Row 	 Counts 
0 	 2 
1 	 10 
2 	 10 
3 	 0 
4 	 0 
5 	 10 
6 	 0 
7 	 10 
8 	 10 
9 	 0 
10 	 10 
11 	 0 
12 	 2 
13 	 0 
14 	 0 
15 	 10 
16 	 10 
17 	 10 
18 	 8 
19 	 0 
20 	 0 
21 	 10 
22 	 10 
23 	 10 
24 	 0 
25 	 10 
26 	 10 
27 	 8 
28 	 0 
29 	 10 
30 	 10 
31 	 10 
32 	 10 
33 	 0 
34 	 8 
