Row 	 Counts 
0 	 1 
1 	 10 
2 	 0 
3 	 0 
4 	 0 
5 	 0 
6 	 0 
7 	 10 
8 	 10 
9 	 10 
10 	 10 
11 	 10 
12 	 10 
13 	 10 
14 	 10 
15 	 0 
16 	 0 
17 	 0 
18 	 10 
19 	 10 
20 	 0 
21 	 2 
22 	 0 
23 	 10 
24 	 10 
25 	 10 
26 	 8 
27 	 10 
28 	 0 
29 	 2 
30 	 0 
31 	 10 
32 	 10 
33 	 10 
34 	 0 
