#Col	Row	Count	Time
31	0	0	20220507182549
31	1	0	20220507182556
31	2	10	20220507182603
31	3	0	20220507182618
31	4	0	20220507182625
31	5	0	20220507182632
31	6	0	20220507182639
31	7	1000	20220507182646
31	8	0	20220507183917
31	9	0	20220507183924
31	10	0	20220507183931
31	11	1	20220507183938
31	12	0	20220507183946
31	13	1	20220507183953
31	14	0	20220507184001
31	15	161	20220507184008
31	16	0	20220507184215
31	17	1	20220507184222
31	18	0	20220507184230
31	19	1	20220507184237
31	20	0	20220507184245
31	21	0	20220507184252
31	22	0	20220507184259
31	23	0	20220507184307
31	24	1000	20220507184314
31	25	0	20220507185544
31	26	630	20220507185551
31	27	749	20220507190346
31	28	1000	20220507191311
31	29	0	20220507192534
31	30	1000	20220507192541
31	31	0	20220507194519
31	32	0	20220507194526
31	33	0	20220507194533
31	34	0	20220507194540
