Col	Row	Count	Time
6	0	0	beam_20220608-141214
6	1	0	beam_20220608-141218
6	2	0	beam_20220608-141221
6	3	0	beam_20220608-141224
6	4	0	beam_20220608-141227
6	5	0	beam_20220608-141230
6	6	0	beam_20220608-141233
6	7	1	beam_20220608-141237
6	8	1	beam_20220608-141240
6	9	1	beam_20220608-141243
6	10	1	beam_20220608-141246
6	11	0	beam_20220608-141249
6	12	0	beam_20220608-141253
6	13	0	beam_20220608-141256
6	14	0	beam_20220608-141259
6	15	1	beam_20220608-141302
6	16	0	beam_20220608-141305
6	17	0	beam_20220608-141308
6	18	0	beam_20220608-141311
6	19	1	beam_20220608-141315
6	20	0	beam_20220608-141318
6	21	1	beam_20220608-141321
6	22	1	beam_20220608-141324
6	23	0	beam_20220608-141327
6	24	0	beam_20220608-141330
6	25	0	beam_20220608-141334
6	26	1	beam_20220608-141337
6	27	0	beam_20220608-141340
6	28	1	beam_20220608-141343
6	29	1	beam_20220608-141346
6	30	0	beam_20220608-141350
6	31	0	beam_20220608-141353
6	32	0	beam_20220608-141356
6	33	0	beam_20220608-141359
6	34	0	beam_20220608-141402
