Row 	 Counts 
0 	 0 
1 	 0 
2 	 10 
3 	 10 
4 	 9 
5 	 7 
6 	 10 
7 	 0 
8 	 10 
9 	 10 
10 	 0 
11 	 1 
12 	 0 
13 	 0 
14 	 10 
15 	 10 
16 	 8 
17 	 7 
18 	 10 
19 	 10 
20 	 0 
21 	 0 
22 	 0 
23 	 10 
24 	 0 
25 	 0 
26 	 10 
27 	 10 
28 	 10 
29 	 0 
30 	 10 
31 	 10 
32 	 1 
33 	 2 
34 	 10 
