Col	Row	Count	Time
18	0	0	beam_20220622-102707
18	1	15	beam_20220622-102708
18	2	0	beam_20220622-102710
18	3	15	beam_20220622-102712
18	4	15	beam_20220622-102714
18	5	0	beam_20220622-102717
18	6	0	beam_20220622-102718
18	7	0	beam_20220622-102719
18	8	0	beam_20220622-102721
18	9	0	beam_20220622-102722
18	10	0	beam_20220622-102723
18	11	0	beam_20220622-102724
18	12	0	beam_20220622-102725
18	13	0	beam_20220622-102726
18	14	0	beam_20220622-102727
18	15	0	beam_20220622-102729
18	16	0	beam_20220622-102730
18	17	0	beam_20220622-102731
18	18	0	beam_20220622-102732
18	19	0	beam_20220622-102733
18	20	15	beam_20220622-102734
18	21	15	beam_20220622-102737
18	22	0	beam_20220622-102740
18	23	0	beam_20220622-102741
18	24	15	beam_20220622-102742
18	25	0	beam_20220622-102745
18	26	15	beam_20220622-102746
18	27	15	beam_20220622-102749
18	28	0	beam_20220622-102751
18	29	2	beam_20220622-102753
18	30	0	beam_20220622-102754
18	31	15	beam_20220622-102755
18	32	0	beam_20220622-102758
18	33	0	beam_20220622-102759
18	34	15	beam_20220622-102800
