,REL,SEC,SOUR,SOURSTAT,STAT,READ
0,0.0,1656251431.0,-59.99843,136,8,-3.831094e-08
1,0.06924682,1656251431.0,-59.9985,136,8,-3.828836e-08
2,0.1384847,1656251431.0,-59.99842,136,8,-3.786547e-08
3,0.2077065,1656251431.0,-59.9985,136,8,-3.853184e-08
4,0.2769243,1656251431.0,-59.99844,136,8,-3.821567e-08
5,0.3461436,1656251432.0,-59.99851,136,8,-3.832448e-08
6,0.4153732,1656251432.0,-59.99851,136,8,-3.780615e-08
7,0.4845995,1656251432.0,-59.99857,136,8,-3.83341e-08
8,0.5538222,1656251432.0,-59.9985,136,8,-3.83284e-08
9,0.6230407,1656251432.0,-59.9985,136,8,-3.802669e-08
10,0.6922809,1656251432.0,-59.99842,136,8,-3.752992e-08
11,0.7615145,1656251432.0,-59.99852,136,8,-3.830961e-08
12,0.8307433,1656251432.0,-59.99853,136,8,-3.85644e-08
13,0.8999694,1656251432.0,-59.9985,136,8,-3.812708e-08
14,0.9691887,1656251432.0,-59.99849,136,8,-3.804984e-08
15,1.038411,1656251432.0,-59.99853,136,8,-3.839785e-08
16,1.107641,1656251432.0,-59.99844,136,8,-3.809183e-08
17,1.176856,1656251432.0,-59.9985,136,8,-3.818164e-08
18,1.246074,1656251432.0,-59.99852,136,8,-3.848327e-08
19,1.315313,1656251433.0,-59.99846,136,8,-3.791147e-08
20,1.384535,1656251433.0,-59.99847,136,8,-3.842472e-08
21,1.453758,1656251433.0,-59.99852,136,8,-3.844798e-08
22,1.52298,1656251433.0,-59.99843,136,8,-3.828026e-08
23,1.592204,1656251433.0,-59.99841,136,8,-3.789129e-08
24,1.661417,1656251433.0,-59.99842,136,8,-3.815466e-08
25,1.730643,1656251433.0,-59.99843,136,8,-3.841982e-08
26,1.799876,1656251433.0,-59.99848,136,8,-3.863079e-08
27,1.869094,1656251433.0,-59.9984,136,8,-3.814616e-08
28,1.938322,1656251433.0,-59.99842,136,8,-3.836577e-08
29,2.007551,1656251433.0,-59.99841,136,8,-3.830579e-08
30,2.076777,1656251433.0,-59.99845,136,8,-3.846256e-08
31,2.146,1656251433.0,-59.99843,136,8,-3.847115e-08
32,2.215228,1656251433.0,-59.99841,136,8,-3.810422e-08
33,2.284463,1656251434.0,-59.99842,136,8,-3.835453e-08
34,2.353689,1656251434.0,-59.99837,136,8,-3.791641e-08
35,2.422917,1656251434.0,-59.99846,136,8,-3.835564e-08
36,2.492142,1656251434.0,-59.99835,136,8,-3.795742e-08
37,2.561368,1656251434.0,-59.9985,136,8,-3.871879e-08
38,2.6306,1656251434.0,-59.99838,136,8,-3.78527e-08
39,2.699815,1656251434.0,-59.99844,136,8,-3.844202e-08
40,2.769037,1656251434.0,-59.99841,136,8,-3.82196e-08
41,2.838268,1656251434.0,-59.99844,136,8,-3.801618e-08
42,2.907502,1656251434.0,-59.99847,136,8,-3.832056e-08
43,2.97672,1656251434.0,-59.99847,136,8,-3.807478e-08
44,3.045946,1656251434.0,-59.9985,136,8,-3.818233e-08
45,3.115172,1656251434.0,-59.99846,136,8,-3.836415e-08
46,3.184393,1656251434.0,-59.99847,136,8,-3.827106e-08
47,3.253618,1656251434.0,-59.99854,136,8,-3.826984e-08
48,3.322849,1656251435.0,-59.9986,136,8,-3.882698e-08
49,3.392079,1656251435.0,-59.99846,136,8,-3.785964e-08
50,3.46132,1656251435.0,-59.99849,136,8,-3.820088e-08
51,3.530544,1656251435.0,-59.99846,136,8,-3.834279e-08
52,3.599763,1656251435.0,-59.99851,136,8,-3.829608e-08
53,3.668996,1656251435.0,-59.99849,136,8,-3.797781e-08
54,3.738217,1656251435.0,-59.99842,136,8,-3.819611e-08
55,3.807439,1656251435.0,-59.99844,136,8,-3.844258e-08
56,3.876671,1656251435.0,-59.99844,136,8,-3.7892e-08
57,3.945893,1656251435.0,-59.99848,136,8,-3.833718e-08
58,4.01512,1656251435.0,-59.99851,136,8,-3.853927e-08
59,4.084344,1656251435.0,-59.99847,136,8,-3.872934e-08
60,4.153577,1656251435.0,-59.9985,136,8,-3.851482e-08
61,4.222802,1656251435.0,-59.99854,136,8,-3.84339e-08
62,4.292031,1656251436.0,-59.99849,136,8,-3.820053e-08
63,4.361251,1656251436.0,-59.99858,136,8,-3.85382e-08
64,4.430486,1656251436.0,-59.99851,136,8,-3.843646e-08
65,4.499706,1656251436.0,-59.99844,136,8,-3.833166e-08
66,4.568941,1656251436.0,-59.99843,136,8,-3.790832e-08
67,4.638172,1656251436.0,-59.99857,136,8,-3.834153e-08
68,4.707409,1656251436.0,-59.99854,136,8,-3.847528e-08
69,4.776633,1656251436.0,-59.99862,136,8,-3.844812e-08
70,4.845861,1656251436.0,-59.9985,136,8,-3.796132e-08
71,4.915079,1656251436.0,-59.99857,136,8,-3.824599e-08
72,4.984306,1656251436.0,-59.99855,136,8,-3.837635e-08
73,5.053539,1656251436.0,-59.99857,136,8,-3.850062e-08
74,5.122758,1656251436.0,-59.99851,136,8,-3.808005e-08
75,5.191978,1656251436.0,-59.9986,136,8,-3.859776e-08
76,5.261198,1656251436.0,-59.99844,136,8,-3.781262e-08
77,5.330417,1656251437.0,-59.99854,136,8,-3.84852e-08
78,5.399648,1656251437.0,-59.99851,136,8,-3.826645e-08
79,5.468865,1656251437.0,-59.9985,136,8,-3.864559e-08
80,5.538092,1656251437.0,-59.99851,136,8,-3.848411e-08
81,5.607319,1656251437.0,-59.99852,136,8,-3.835495e-08
82,5.676555,1656251437.0,-59.99855,136,8,-3.86095e-08
83,5.745782,1656251437.0,-59.99847,136,8,-3.811112e-08
84,5.815015,1656251437.0,-59.99852,136,8,-3.805099e-08
85,5.88425,1656251437.0,-59.99858,136,8,-3.858641e-08
86,5.953466,1656251437.0,-59.99855,136,8,-3.825481e-08
87,6.022699,1656251437.0,-59.9986,136,8,-3.843459e-08
88,6.091927,1656251437.0,-59.99852,136,8,-3.78666e-08
89,6.161163,1656251437.0,-59.9985,136,8,-3.800655e-08
90,6.230405,1656251437.0,-59.99848,136,8,-3.782081e-08
91,6.299639,1656251438.0,-59.99855,136,8,-3.828127e-08
92,6.368864,1656251438.0,-59.99855,136,8,-3.7945e-08
93,6.438081,1656251438.0,-59.99857,136,8,-3.852242e-08
94,6.507305,1656251438.0,-59.99853,136,8,-3.817799e-08
95,6.576538,1656251438.0,-59.99849,136,8,-3.785465e-08
96,6.645771,1656251438.0,-59.99853,136,8,-3.82366e-08
97,6.714988,1656251438.0,-59.99855,136,8,-3.864196e-08
98,6.784213,1656251438.0,-59.99852,136,8,-3.814058e-08
99,6.853426,1656251438.0,-59.99849,136,8,-3.850087e-08
100,6.922644,1656251438.0,-59.99853,136,8,-3.828871e-08
101,6.991879,1656251438.0,-59.99838,136,8,-3.793697e-08
102,7.0611,1656251438.0,-59.99851,136,8,-3.808547e-08
103,7.130329,1656251438.0,-59.99854,136,8,-3.848888e-08
104,7.199563,1656251438.0,-59.9985,136,8,-3.796187e-08
105,7.2688,1656251438.0,-59.9985,136,8,-3.806166e-08
106,7.338035,1656251439.0,-59.99854,136,8,-3.868797e-08
107,7.407262,1656251439.0,-59.99846,136,8,-3.797912e-08
108,7.476493,1656251439.0,-59.99848,136,8,-3.824883e-08
109,7.545711,1656251439.0,-59.99855,136,8,-3.817652e-08
110,7.614946,1656251439.0,-59.99854,136,8,-3.824196e-08
111,7.68417,1656251439.0,-59.99853,136,8,-3.816425e-08
112,7.753395,1656251439.0,-59.99854,136,8,-3.822989e-08
113,7.822629,1656251439.0,-59.9985,136,8,-3.828817e-08
114,7.891867,1656251439.0,-59.99852,136,8,-3.84134e-08
115,7.961101,1656251439.0,-59.99855,136,8,-3.821161e-08
116,8.030337,1656251439.0,-59.9985,136,8,-3.817195e-08
117,8.099555,1656251439.0,-59.99859,136,8,-3.835834e-08
118,8.168775,1656251439.0,-59.99855,136,8,-3.825856e-08
119,8.238006,1656251439.0,-59.99851,136,8,-3.815738e-08
120,8.30723,1656251440.0,-59.99851,136,8,-3.830651e-08
121,8.376462,1656251440.0,-59.99845,136,8,-3.787952e-08
122,8.44569,1656251440.0,-59.99857,136,8,-3.872493e-08
123,8.514912,1656251440.0,-59.99849,136,8,-3.808572e-08
124,8.58414,1656251440.0,-59.99853,136,8,-3.844478e-08
125,8.653381,1656251440.0,-59.99847,136,8,-3.813836e-08
126,8.7226,1656251440.0,-59.99852,136,8,-3.838349e-08
127,8.791818,1656251440.0,-59.99863,136,8,-3.865454e-08
128,8.861048,1656251440.0,-59.99853,136,8,-3.82203e-08
129,8.930283,1656251440.0,-59.99843,136,8,-3.809226e-08
130,8.999517,1656251440.0,-59.9985,136,8,-3.839e-08
131,9.068735,1656251440.0,-59.99851,136,8,-3.799437e-08
132,9.13796,1656251440.0,-59.99857,136,8,-3.839306e-08
133,9.207178,1656251440.0,-59.99846,136,8,-3.779986e-08
134,9.276407,1656251440.0,-59.99847,136,8,-3.804819e-08
135,9.345633,1656251441.0,-59.99862,136,8,-3.908694e-08
136,9.414849,1656251441.0,-59.99847,136,8,-3.800662e-08
137,9.484085,1656251441.0,-59.99849,136,8,-3.801011e-08
138,9.553314,1656251441.0,-59.99843,136,8,-3.84539e-08
139,9.622543,1656251441.0,-59.99834,136,8,-3.706735e-08
140,9.691764,1656251441.0,-59.99855,136,8,-3.868514e-08
141,9.760984,1656251441.0,-59.99847,136,8,-3.797327e-08
142,9.830208,1656251441.0,-59.99845,136,8,-3.809842e-08
143,9.899437,1656251441.0,-59.9986,136,8,-3.869573e-08
144,9.968672,1656251441.0,-59.9985,136,8,-3.788333e-08
145,10.03791,1656251441.0,-59.99847,136,8,-3.795639e-08
146,10.10713,1656251441.0,-59.99849,136,8,-3.802869e-08
147,10.17635,1656251441.0,-59.99855,136,8,-3.855273e-08
148,10.24558,1656251441.0,-59.99845,136,8,-3.770636e-08
149,10.31481,1656251442.0,-59.99852,136,8,-3.808249e-08
150,10.38403,1656251442.0,-59.99853,136,8,-3.835812e-08
151,10.45324,1656251442.0,-59.99846,136,8,-3.814209e-08
152,10.52248,1656251442.0,-59.99848,136,8,-3.857895e-08
153,10.59171,1656251442.0,-59.99843,136,8,-3.807406e-08
154,10.66093,1656251442.0,-59.99853,136,8,-3.83692e-08
155,10.73015,1656251442.0,-59.99849,136,8,-3.822126e-08
156,10.7994,1656251442.0,-59.99837,136,8,-3.772431e-08
157,10.86861,1656251442.0,-59.99849,136,8,-3.865084e-08
158,10.93783,1656251442.0,-59.99843,136,8,-3.799279e-08
159,11.00704,1656251442.0,-59.9985,136,8,-3.821534e-08
160,11.07627,1656251442.0,-59.99843,136,8,-3.848704e-08
161,11.14549,1656251442.0,-59.9985,136,8,-3.829622e-08
162,11.21472,1656251442.0,-59.99848,136,8,-3.796183e-08
163,11.28396,1656251443.0,-59.99851,136,8,-3.819547e-08
164,11.35318,1656251443.0,-59.99845,136,8,-3.798057e-08
165,11.42242,1656251443.0,-59.99852,136,8,-3.810805e-08
166,11.49164,1656251443.0,-59.9985,136,8,-3.825481e-08
167,11.56087,1656251443.0,-59.9985,136,8,-3.802777e-08
168,11.6301,1656251443.0,-59.99851,136,8,-3.805278e-08
169,11.69932,1656251443.0,-59.99849,136,8,-3.839056e-08
170,11.76856,1656251443.0,-59.99846,136,8,-3.793338e-08
171,11.83779,1656251443.0,-59.99843,136,8,-3.828804e-08
172,11.90701,1656251443.0,-59.99847,136,8,-3.851861e-08
173,11.97623,1656251443.0,-59.99838,136,8,-3.806235e-08
174,12.04546,1656251443.0,-59.99844,136,8,-3.782609e-08
175,12.1147,1656251443.0,-59.9985,136,8,-3.844193e-08
176,12.18392,1656251443.0,-59.99842,136,8,-3.799461e-08
177,12.25314,1656251443.0,-59.99843,136,8,-3.835324e-08
178,12.32236,1656251444.0,-59.99838,136,8,-3.796395e-08
179,12.3916,1656251444.0,-59.99841,136,8,-3.829202e-08
180,12.46081,1656251444.0,-59.99836,136,8,-3.830996e-08
181,12.53003,1656251444.0,-59.99836,136,8,-3.802311e-08
182,12.59925,1656251444.0,-59.99841,136,8,-3.826383e-08
183,12.66848,1656251444.0,-59.99838,136,8,-3.809638e-08
184,12.73771,1656251444.0,-59.99842,136,8,-3.844519e-08
185,12.80693,1656251444.0,-59.99853,136,8,-3.854576e-08
186,12.87615,1656251444.0,-59.99834,136,8,-3.798199e-08
187,12.94538,1656251444.0,-59.99846,136,8,-3.845291e-08
188,13.0146,1656251444.0,-59.99844,136,8,-3.826839e-08
189,13.08383,1656251444.0,-59.99849,136,8,-3.851084e-08
190,13.15305,1656251444.0,-59.99841,136,8,-3.782141e-08
191,13.22227,1656251444.0,-59.99847,136,8,-3.838158e-08
192,13.2915,1656251445.0,-59.99846,136,8,-3.826425e-08
193,13.36073,1656251445.0,-59.99842,136,8,-3.826495e-08
194,13.42995,1656251445.0,-59.99838,136,8,-3.778541e-08
195,13.49918,1656251445.0,-59.99842,136,8,-3.819012e-08
196,13.5684,1656251445.0,-59.99847,136,8,-3.848685e-08
197,13.63762,1656251445.0,-59.9985,136,8,-3.849612e-08
198,13.70684,1656251445.0,-59.99841,136,8,-3.79177e-08
199,13.77607,1656251445.0,-59.99833,136,8,-3.756558e-08
200,13.84529,1656251445.0,-59.99842,136,8,-3.843516e-08
201,13.91453,1656251445.0,-59.99834,136,8,-3.808494e-08
202,13.98375,1656251445.0,-59.99829,136,8,-3.759724e-08
203,14.05297,1656251445.0,-59.99841,136,8,-3.856928e-08
204,14.1222,1656251445.0,-59.99846,136,8,-3.834682e-08
205,14.19144,1656251445.0,-59.99837,136,8,-3.801007e-08
206,14.26067,1656251445.0,-59.99836,136,8,-3.805034e-08
207,14.32989,1656251446.0,-59.99839,136,8,-3.847701e-08
208,14.39912,1656251446.0,-59.99837,136,8,-3.808263e-08
209,14.46835,1656251446.0,-59.99843,136,8,-3.874294e-08
210,14.53758,1656251446.0,-59.99835,136,8,-3.805064e-08
211,14.60679,1656251446.0,-59.99837,136,8,-3.794977e-08
212,14.67603,1656251446.0,-59.99844,136,8,-3.83919e-08
213,14.74524,1656251446.0,-59.99836,136,8,-3.78923e-08
214,14.81448,1656251446.0,-59.99833,136,8,-3.79529e-08
215,14.8837,1656251446.0,-59.9984,136,8,-3.835286e-08
216,14.95292,1656251446.0,-59.99838,136,8,-3.811446e-08
217,15.02215,1656251446.0,-59.99838,136,8,-3.833251e-08
218,15.09138,1656251446.0,-59.99844,136,8,-3.863978e-08
219,15.16061,1656251446.0,-59.99838,136,8,-3.866791e-08
220,15.22983,1656251446.0,-59.99841,136,8,-3.83659e-08
221,15.29906,1656251447.0,-59.9984,136,8,-3.836305e-08
222,15.36829,1656251447.0,-59.99839,136,8,-3.835417e-08
223,15.43752,1656251447.0,-59.99837,136,8,-3.816957e-08
224,15.50674,1656251447.0,-59.99843,136,8,-3.797161e-08
225,15.57597,1656251447.0,-59.9985,136,8,-3.855559e-08
226,15.64518,1656251447.0,-59.99831,136,8,-3.745182e-08
227,15.71441,1656251447.0,-59.99843,136,8,-3.819075e-08
228,15.78364,1656251447.0,-59.99836,136,8,-3.820945e-08
229,15.85287,1656251447.0,-59.99839,136,8,-3.846612e-08
230,15.92209,1656251447.0,-59.99841,136,8,-3.833505e-08
231,15.99132,1656251447.0,-59.99844,136,8,-3.837692e-08
232,16.06054,1656251447.0,-59.99837,136,8,-3.819942e-08
233,16.12975,1656251447.0,-59.99845,136,8,-3.835483e-08
234,16.19898,1656251447.0,-59.99846,136,8,-3.832929e-08
235,16.26821,1656251447.0,-59.99842,136,8,-3.839318e-08
236,16.33743,1656251448.0,-59.99839,136,8,-3.822963e-08
237,16.40667,1656251448.0,-59.99839,136,8,-3.808482e-08
238,16.47589,1656251448.0,-59.99833,136,8,-3.790904e-08
239,16.54512,1656251448.0,-59.99846,136,8,-3.840384e-08
240,16.61434,1656251448.0,-59.99834,136,8,-3.800958e-08
241,16.68358,1656251448.0,-59.99842,136,8,-3.81186e-08
242,16.7528,1656251448.0,-59.99842,136,8,-3.847537e-08
243,16.82204,1656251448.0,-59.99837,136,8,-3.781014e-08
244,16.89127,1656251448.0,-59.99838,136,8,-3.837932e-08
245,16.96051,1656251448.0,-59.99841,136,8,-3.840398e-08
246,17.02973,1656251448.0,-59.99846,136,8,-3.80682e-08
247,17.09895,1656251448.0,-59.99854,136,8,-3.848537e-08
248,17.16818,1656251448.0,-59.99846,136,8,-3.779856e-08
249,17.2374,1656251448.0,-59.99853,136,8,-3.850553e-08
250,17.30662,1656251449.0,-59.99853,136,8,-3.881482e-08
251,17.37586,1656251449.0,-59.99842,136,8,-3.827044e-08
252,17.44508,1656251449.0,-59.99847,136,8,-3.838965e-08
253,17.5143,1656251449.0,-59.99837,136,8,-3.784271e-08
254,17.58353,1656251449.0,-59.99845,136,8,-3.824452e-08
255,17.65275,1656251449.0,-59.99846,136,8,-3.834579e-08
256,17.72198,1656251449.0,-59.99845,136,8,-3.774694e-08
257,17.7912,1656251449.0,-59.99847,136,8,-3.840375e-08
