,REL,SEC,SOUR,SOURSTAT,STAT,READ
0,0.0,1656254458.0,-59.9982,136,8,-4.38659e-08
1,0.06921288,1656254458.0,-59.99816,136,8,-4.322705e-08
2,0.1384312,1656254458.0,-59.99821,136,8,-4.385035e-08
3,0.2076337,1656254458.0,-59.99815,136,8,-4.327467e-08
4,0.2768551,1656254458.0,-59.99817,136,8,-4.347076e-08
5,0.346066,1656254458.0,-59.99813,136,8,-4.359118e-08
6,0.4152695,1656254458.0,-59.99814,136,8,-4.320332e-08
7,0.4844782,1656254458.0,-59.99813,136,8,-4.348039e-08
8,0.5536792,1656254458.0,-59.99804,136,8,-4.319768e-08
9,0.6228944,1656254458.0,-59.99813,136,8,-4.311694e-08
10,0.6921104,1656254458.0,-59.99824,136,8,-4.364321e-08
11,0.7613012,1656254458.0,-59.99815,136,8,-4.310916e-08
12,0.8304944,1656254459.0,-59.99814,136,8,-4.302501e-08
13,0.8996767,1656254459.0,-59.99821,136,8,-4.339943e-08
14,0.9688634,1656254459.0,-59.99824,136,8,-4.334809e-08
15,1.038075,1656254459.0,-59.99823,136,8,-4.32344e-08
16,1.10729,1656254459.0,-59.99825,136,8,-4.329275e-08
17,1.176507,1656254459.0,-59.99821,136,8,-4.282968e-08
18,1.245719,1656254459.0,-59.99824,136,8,-4.323182e-08
19,1.314923,1656254459.0,-59.99826,136,8,-4.30999e-08
20,1.38413,1656254459.0,-59.99829,136,8,-4.322858e-08
21,1.453332,1656254459.0,-59.99827,136,8,-4.300683e-08
22,1.522549,1656254459.0,-59.99829,136,8,-4.298255e-08
23,1.591767,1656254459.0,-59.99834,136,8,-4.375934e-08
24,1.660986,1656254459.0,-59.99826,136,8,-4.316897e-08
25,1.730185,1656254459.0,-59.99825,136,8,-4.357383e-08
26,1.7994,1656254460.0,-59.99816,136,8,-4.27386e-08
27,1.868627,1656254460.0,-59.99821,136,8,-4.30278e-08
28,1.937846,1656254460.0,-59.9983,136,8,-4.321543e-08
29,2.007065,1656254460.0,-59.99825,136,8,-4.310227e-08
30,2.076272,1656254460.0,-59.99828,136,8,-4.306088e-08
31,2.145494,1656254460.0,-59.99829,136,8,-4.323158e-08
32,2.21471,1656254460.0,-59.99822,136,8,-4.277615e-08
33,2.283917,1656254460.0,-59.99829,136,8,-4.336069e-08
34,2.353128,1656254460.0,-59.99816,136,8,-4.316999e-08
