,REL,SEC,SOUR,SOURSTAT,STAT,READ
0,0.0,1656242680.0,-59.99841,136,8,-3.147498e-08
1,0.06924488,1656242680.0,-59.99852,136,8,-3.198393e-08
2,0.1384775,1656242680.0,-59.9985,136,8,-3.160381e-08
3,0.2076952,1656242680.0,-59.9985,136,8,-3.204158e-08
4,0.2769214,1656242680.0,-59.99844,136,8,-3.18851e-08
5,0.3461473,1656242680.0,-59.99846,136,8,-3.166519e-08
6,0.4153885,1656242680.0,-59.99846,136,8,-3.193071e-08
7,0.4846257,1656242681.0,-59.99846,136,8,-3.139667e-08
8,0.5538429,1656242681.0,-59.9984,136,8,-3.161505e-08
9,0.623072,1656242681.0,-59.99846,136,8,-3.148046e-08
10,0.6923029,1656242681.0,-59.99852,136,8,-3.207473e-08
11,0.7615378,1656242681.0,-59.99842,136,8,-3.156477e-08
12,0.8307583,1656242681.0,-59.99852,136,8,-3.238603e-08
13,0.8999775,1656242681.0,-59.99844,136,8,-3.190789e-08
14,0.9692166,1656242681.0,-59.99845,136,8,-3.180526e-08
15,1.038435,1656242681.0,-59.99847,136,8,-3.191856e-08
16,1.107667,1656242681.0,-59.99844,136,8,-3.162177e-08
17,1.176891,1656242681.0,-59.99852,136,8,-3.172624e-08
18,1.246118,1656242681.0,-59.99843,136,8,-3.175956e-08
19,1.315345,1656242681.0,-59.99844,136,8,-3.175467e-08
20,1.384572,1656242681.0,-59.99843,136,8,-3.19103e-08
21,1.453795,1656242682.0,-59.99837,136,8,-3.167439e-08
22,1.523023,1656242682.0,-59.99851,136,8,-3.234043e-08
23,1.592252,1656242682.0,-59.99839,136,8,-3.113189e-08
24,1.661487,1656242682.0,-59.99847,136,8,-3.217326e-08
25,1.730721,1656242682.0,-59.99842,136,8,-3.179503e-08
26,1.799943,1656242682.0,-59.99849,136,8,-3.190437e-08
27,1.869172,1656242682.0,-59.99841,136,8,-3.174394e-08
28,1.938409,1656242682.0,-59.99846,136,8,-3.144988e-08
29,2.007627,1656242682.0,-59.99848,136,8,-3.185424e-08
30,2.076863,1656242682.0,-59.99842,136,8,-3.175035e-08
31,2.146098,1656242682.0,-59.99847,136,8,-3.161482e-08
32,2.215319,1656242682.0,-59.99839,136,8,-3.159582e-08
33,2.28454,1656242682.0,-59.99846,136,8,-3.162608e-08
34,2.353777,1656242682.0,-59.99837,136,8,-3.16255e-08
35,2.422999,1656242682.0,-59.99839,136,8,-3.170279e-08
36,2.492239,1656242683.0,-59.99836,136,8,-3.125221e-08
37,2.56147,1656242683.0,-59.99842,136,8,-3.194801e-08
38,2.630701,1656242683.0,-59.99839,136,8,-3.165356e-08
39,2.699931,1656242683.0,-59.99843,136,8,-3.182088e-08
40,2.76916,1656242683.0,-59.99844,136,8,-3.166885e-08
41,2.838387,1656242683.0,-59.99838,136,8,-3.152497e-08
42,2.907622,1656242683.0,-59.99838,136,8,-3.135954e-08
43,2.976847,1656242683.0,-59.99842,136,8,-3.175782e-08
44,3.046072,1656242683.0,-59.99841,136,8,-3.173082e-08
45,3.115304,1656242683.0,-59.99839,136,8,-3.144664e-08
46,3.184529,1656242683.0,-59.99844,136,8,-3.189237e-08
47,3.253755,1656242683.0,-59.99837,136,8,-3.168543e-08
48,3.322985,1656242683.0,-59.99841,136,8,-3.154121e-08
49,3.392219,1656242683.0,-59.99855,136,8,-3.20529e-08
50,3.461437,1656242684.0,-59.9984,136,8,-3.152079e-08
51,3.53066,1656242684.0,-59.99854,136,8,-3.182927e-08
52,3.599885,1656242684.0,-59.99842,136,8,-3.156399e-08
53,3.669109,1656242684.0,-59.99846,136,8,-3.172623e-08
54,3.738342,1656242684.0,-59.99851,136,8,-3.188758e-08
55,3.807562,1656242684.0,-59.99852,136,8,-3.186144e-08
56,3.876794,1656242684.0,-59.99851,136,8,-3.182148e-08
57,3.946014,1656242684.0,-59.99849,136,8,-3.161891e-08
58,4.015257,1656242684.0,-59.99845,136,8,-3.178252e-08
59,4.084474,1656242684.0,-59.99859,136,8,-3.176845e-08
60,4.153691,1656242684.0,-59.99846,136,8,-3.178267e-08
61,4.222914,1656242684.0,-59.99846,136,8,-3.139251e-08
62,4.292141,1656242684.0,-59.99843,136,8,-3.175847e-08
63,4.36138,1656242684.0,-59.99844,136,8,-3.167344e-08
64,4.430609,1656242684.0,-59.99856,136,8,-3.19086e-08
65,4.499834,1656242685.0,-59.99851,136,8,-3.148186e-08
66,4.569066,1656242685.0,-59.99854,136,8,-3.168588e-08
67,4.6383,1656242685.0,-59.99854,136,8,-3.184598e-08
68,4.707521,1656242685.0,-59.99847,136,8,-3.151345e-08
69,4.776755,1656242685.0,-59.99857,136,8,-3.202654e-08
70,4.845979,1656242685.0,-59.99842,136,8,-3.10837e-08
71,4.915215,1656242685.0,-59.9985,136,8,-3.19262e-08
72,4.984452,1656242685.0,-59.99847,136,8,-3.144716e-08
73,5.053681,1656242685.0,-59.9985,136,8,-3.185146e-08
74,5.122907,1656242685.0,-59.99846,136,8,-3.142827e-08
75,5.192141,1656242685.0,-59.99846,136,8,-3.166815e-08
76,5.26136,1656242685.0,-59.9986,136,8,-3.22289e-08
77,5.330595,1656242685.0,-59.99856,136,8,-3.114897e-08
78,5.399813,1656242685.0,-59.99851,136,8,-3.181674e-08
79,5.46904,1656242686.0,-59.99841,136,8,-3.155182e-08
