,REL,SEC,SOUR,SOURSTAT,STAT,READ
0,0.0,1656232121.0,-59.99895,136,8,-6.172471e-09
1,0.06922156,1656232121.0,-59.99886,136,8,-7.948686e-09
2,0.1384576,1656232121.0,-59.99898,136,8,-5.261669e-09
3,0.2076794,1656232121.0,-59.99895,136,8,-7.220032e-09
4,0.2769197,1656232121.0,-59.9987,136,8,-3.042816e-09
5,0.3461484,1656232121.0,-59.99907,136,8,-7.327893e-09
6,0.4153682,1656232121.0,-59.99871,136,8,-6.20189e-09
7,0.4845906,1656232121.0,-59.99918,136,8,-8.972616e-09
8,0.5538103,1656232121.0,-59.9986,136,8,-2.973887e-09
9,0.62304,1656232121.0,-59.99906,136,8,-6.533065e-09
10,0.6922715,1656232121.0,-59.99878,136,8,-4.027101e-09
11,0.7614888,1656232122.0,-59.99881,136,8,-6.074778e-09
12,0.8307031,1656232122.0,-59.999,136,8,-7.907346e-09
13,0.899941,1656232122.0,-59.99868,136,8,-3.189185e-09
14,0.9691749,1656232122.0,-59.99879,136,8,-4.941774e-09
15,1.038389,1656232122.0,-59.99871,136,8,-3.729038e-09
16,1.107612,1656232122.0,-59.99883,136,8,-5.094466e-09
17,1.176839,1656232122.0,-59.99882,136,8,-4.499808e-09
18,1.246054,1656232122.0,-59.99879,136,8,-6.944498e-09
19,1.315273,1656232122.0,-59.99872,136,8,-5.312197e-09
20,1.384501,1656232122.0,-59.99883,136,8,-4.055355e-09
21,1.453722,1656232122.0,-59.99875,136,8,-4.776347e-09
22,1.522952,1656232122.0,-59.99903,136,8,-6.518056e-09
23,1.592173,1656232122.0,-59.9988,136,8,-4.126014e-09
24,1.661403,1656232122.0,-59.99855,136,8,-4.473669e-09
25,1.730632,1656232123.0,-59.9992,136,8,-9.021464e-09
26,1.799846,1656232123.0,-59.99864,136,8,-3.268303e-09
27,1.869071,1656232123.0,-59.99878,136,8,-4.570752e-09
28,1.93829,1656232123.0,-59.99834,136,8,-4.890809e-09
29,2.00751,1656232123.0,-59.99879,136,8,-3.750988e-09
30,2.076723,1656232123.0,-59.9988,136,8,-5.174218e-09
31,2.145961,1656232123.0,-59.99873,136,8,-4.468035e-09
32,2.79522,1656232124.0,-59.99865,136,8,-4.019757e-09
33,3.086799,1656232124.0,-59.99904,136,8,-5.497876e-09
34,3.156023,1656232124.0,-59.99894,136,8,-7.05531e-09
35,3.225251,1656232124.0,-59.99889,136,8,-5.907875e-09
36,3.294482,1656232124.0,-59.9987,136,8,-3.675031e-09
37,3.363706,1656232124.0,-59.99876,136,8,-5.046549e-09
38,3.432944,1656232124.0,-59.99897,136,8,-5.445072e-09
39,3.502164,1656232124.0,-59.99873,136,8,-6.868369e-09
40,3.571391,1656232124.0,-59.99863,136,8,-3.067491e-09
41,3.640618,1656232124.0,-59.999,136,8,-7.427803e-09
42,3.709851,1656232125.0,-59.99846,136,8,-3.553769e-09
43,3.779084,1656232125.0,-59.99914,136,8,-7.946341e-09
44,3.848316,1656232125.0,-59.99874,136,8,-3.846613e-09
45,3.917546,1656232125.0,-59.99879,136,8,-5.121763e-09
46,3.986776,1656232125.0,-59.99881,136,8,-5.207514e-09
47,4.056005,1656232125.0,-59.99866,136,8,-5.766065e-09
