,REL,SEC,SOUR,SOURSTAT,STAT,READ
0,0.0,1656262787.0,-59.99864,136,8,-6.876292e-09
1,0.06919758,1656262787.0,-59.99868,136,8,-7.037317e-09
2,0.1383926,1656262787.0,-59.99878,136,8,-7.34867e-09
3,0.2076046,1656262787.0,-59.99868,136,8,-6.592109e-09
4,0.2767986,1656262787.0,-59.99882,136,8,-7.241383e-09
5,0.3459966,1656262787.0,-59.99875,136,8,-7.115193e-09
6,0.4151893,1656262787.0,-59.99872,136,8,-6.662557e-09
7,0.4843797,1656262787.0,-59.9987,136,8,-6.630234e-09
8,0.5535929,1656262787.0,-59.99876,136,8,-7.187017e-09
9,0.6227967,1656262788.0,-59.99879,136,8,-6.763626e-09
10,0.6919994,1656262788.0,-59.99878,136,8,-6.944007e-09
11,0.7612055,1656262788.0,-59.99885,136,8,-6.867194e-09
12,0.8304083,1656262788.0,-59.99878,136,8,-6.590234e-09
13,0.899606,1656262788.0,-59.99878,136,8,-7.032055e-09
14,0.9687998,1656262788.0,-59.99884,136,8,-7.028838e-09
15,1.038004,1656262788.0,-59.99894,136,8,-7.251246e-09
16,1.107199,1656262788.0,-59.99888,136,8,-7.120073e-09
17,1.176395,1656262788.0,-59.99892,136,8,-6.76286e-09
18,1.245594,1656262788.0,-59.99881,136,8,-6.701658e-09
19,1.314785,1656262788.0,-59.99889,136,8,-6.757142e-09
20,1.383975,1656262788.0,-59.99883,136,8,-7.078543e-09
21,1.453167,1656262788.0,-59.99878,136,8,-6.274856e-09
22,1.52237,1656262788.0,-59.99885,136,8,-6.93847e-09
23,1.59157,1656262789.0,-59.99877,136,8,-6.986026e-09
24,1.660771,1656262789.0,-59.99882,136,8,-6.763124e-09
25,1.72996,1656262789.0,-59.99878,136,8,-6.35671e-09
26,1.799146,1656262789.0,-59.99889,136,8,-7.194458e-09
27,1.868333,1656262789.0,-59.99887,136,8,-6.733441e-09
28,1.937528,1656262789.0,-59.99892,136,8,-7.38213e-09
29,2.006732,1656262789.0,-59.9988,136,8,-6.645586e-09
30,2.075926,1656262789.0,-59.99875,136,8,-6.394742e-09
31,2.145127,1656262789.0,-59.99882,136,8,-6.659828e-09
32,2.214317,1656262789.0,-59.99884,136,8,-6.892829e-09
33,2.283509,1656262789.0,-59.99881,136,8,-6.84419e-09
34,2.352705,1656262789.0,-59.99883,136,8,-6.977234e-09
35,2.421898,1656262789.0,-59.99887,136,8,-6.939728e-09
36,2.491095,1656262789.0,-59.99886,136,8,-7.070101e-09
37,2.560284,1656262789.0,-59.99881,136,8,-6.681869e-09
