,REL,SEC,SOUR,SOURSTAT,STAT,READ
0,0.0,1656232896.0,-59.9989,136,8,-4.698324e-09
1,0.06924338,1656232896.0,-59.99891,136,8,-4.512948e-09
2,0.1384634,1656232896.0,-59.99888,136,8,-4.53151e-09
3,0.2076815,1656232896.0,-59.99883,136,8,-3.956102e-09
4,0.2769252,1656232896.0,-59.99889,136,8,-4.838258e-09
5,0.3461629,1656232896.0,-59.99885,136,8,-4.270288e-09
6,0.4153825,1656232896.0,-59.99889,136,8,-4.626257e-09
7,0.4846152,1656232896.0,-59.9989,136,8,-4.437891e-09
8,0.5538398,1656232896.0,-59.99878,136,8,-4.172145e-09
9,0.6230625,1656232896.0,-59.9988,136,8,-4.30501e-09
10,0.6922825,1656232896.0,-59.99892,136,8,-4.695822e-09
11,0.7615147,1656232896.0,-59.99883,136,8,-4.239487e-09
12,0.8307311,1656232897.0,-59.99887,136,8,-4.357814e-09
13,0.8999646,1656232897.0,-59.99881,136,8,-4.028967e-09
14,0.9691954,1656232897.0,-59.99878,136,8,-4.314444e-09
15,1.038413,1656232897.0,-59.99875,136,8,-4.154396e-09
16,1.107633,1656232897.0,-59.99882,136,8,-4.513587e-09
17,1.176855,1656232897.0,-59.9987,136,8,-4.213171e-09
18,1.246085,1656232897.0,-59.9989,136,8,-4.977188e-09
19,1.315317,1656232897.0,-59.99867,136,8,-3.90502e-09
20,1.384538,1656232897.0,-59.99883,136,8,-4.663853e-09
21,1.453761,1656232897.0,-59.9987,136,8,-4.131667e-09
22,1.522983,1656232897.0,-59.9988,136,8,-4.74798e-09
23,1.5922,1656232897.0,-59.99884,136,8,-4.440327e-09
24,1.66143,1656232897.0,-59.99883,136,8,-4.016121e-09
25,1.730652,1656232897.0,-59.99876,136,8,-4.570864e-09
26,1.79989,1656232897.0,-59.99884,136,8,-4.151983e-09
27,1.86911,1656232898.0,-59.9988,136,8,-4.150817e-09
28,1.938332,1656232898.0,-59.99871,136,8,-3.717151e-09
29,2.007564,1656232898.0,-59.99886,136,8,-4.536067e-09
30,2.076782,1656232898.0,-59.99886,136,8,-4.533247e-09
31,2.146,1656232898.0,-59.99882,136,8,-4.070409e-09
32,2.21522,1656232898.0,-59.99884,136,8,-4.595818e-09
33,2.284446,1656232898.0,-59.99872,136,8,-3.97293e-09
34,2.353674,1656232898.0,-59.99879,136,8,-4.262346e-09
35,2.422915,1656232898.0,-59.99885,136,8,-4.509383e-09
36,2.492137,1656232898.0,-59.99889,136,8,-4.701592e-09
37,2.561367,1656232898.0,-59.99886,136,8,-4.392989e-09
38,2.630599,1656232898.0,-59.99878,136,8,-4.373435e-09
39,2.699831,1656232898.0,-59.99881,136,8,-4.228929e-09
40,2.769051,1656232898.0,-59.99887,136,8,-4.45824e-09
41,2.83828,1656232899.0,-59.99886,136,8,-4.533882e-09
42,2.907509,1656232899.0,-59.9988,136,8,-4.273053e-09
43,2.976743,1656232899.0,-59.99871,136,8,-3.993222e-09
44,3.04597,1656232899.0,-59.99879,136,8,-4.565422e-09
45,3.115193,1656232899.0,-59.99884,136,8,-4.14409e-09
46,3.184416,1656232899.0,-59.99881,136,8,-4.538712e-09
47,3.253645,1656232899.0,-59.99876,136,8,-4.278542e-09
48,3.322878,1656232899.0,-59.99881,136,8,-4.42841e-09
49,3.392106,1656232899.0,-59.99882,136,8,-4.44464e-09
50,3.461326,1656232899.0,-59.99882,136,8,-4.453028e-09
51,3.530551,1656232899.0,-59.9988,136,8,-4.238846e-09
52,3.599769,1656232899.0,-59.99881,136,8,-4.060041e-09
53,3.669,1656232899.0,-59.9988,136,8,-4.316351e-09
54,3.738224,1656232899.0,-59.99885,136,8,-4.680128e-09
55,3.807443,1656232899.0,-59.99881,136,8,-4.45113e-09
56,3.876672,1656232900.0,-59.99874,136,8,-3.987267e-09
57,3.945906,1656232900.0,-59.9988,136,8,-4.262311e-09
58,4.015126,1656232900.0,-59.99884,136,8,-4.636827e-09
59,4.084361,1656232900.0,-59.99885,136,8,-4.461199e-09
60,4.153595,1656232900.0,-59.99876,136,8,-3.885987e-09
61,4.222815,1656232900.0,-59.99894,136,8,-4.724306e-09
62,4.29204,1656232900.0,-59.99884,136,8,-4.749839e-09
63,4.361262,1656232900.0,-59.99886,136,8,-4.001172e-09
64,4.430484,1656232900.0,-59.99879,136,8,-4.099431e-09
65,4.4997,1656232900.0,-59.9988,136,8,-4.004325e-09
66,4.568941,1656232900.0,-59.9988,136,8,-4.186049e-09
67,4.638167,1656232900.0,-59.99887,136,8,-4.68923e-09
68,4.707397,1656232900.0,-59.9988,136,8,-3.878582e-09
69,4.776616,1656232900.0,-59.99886,136,8,-4.431436e-09
70,4.845852,1656232901.0,-59.9989,136,8,-4.586384e-09
71,4.91507,1656232901.0,-59.99877,136,8,-4.090086e-09
72,4.984305,1656232901.0,-59.99884,136,8,-4.638172e-09
73,5.053521,1656232901.0,-59.99887,136,8,-4.266845e-09
74,5.122754,1656232901.0,-59.99886,136,8,-4.546581e-09
75,5.191992,1656232901.0,-59.99879,136,8,-4.137594e-09
76,5.261222,1656232901.0,-59.9988,136,8,-4.096738e-09
77,5.330453,1656232901.0,-59.99881,136,8,-4.218051e-09
78,5.399683,1656232901.0,-59.99889,136,8,-4.664519e-09
79,5.468925,1656232901.0,-59.99878,136,8,-3.700255e-09
80,5.538148,1656232901.0,-59.99887,136,8,-5.006907e-09
81,5.60738,1656232901.0,-59.99869,136,8,-3.578758e-09
82,5.676607,1656232901.0,-59.99889,136,8,-4.826778e-09
83,5.745825,1656232901.0,-59.99876,136,8,-3.988423e-09
84,5.815046,1656232901.0,-59.99891,136,8,-4.561961e-09
85,5.884266,1656232902.0,-59.99882,136,8,-4.290487e-09
86,5.953498,1656232902.0,-59.99878,136,8,-4.100392e-09
87,6.022731,1656232902.0,-59.99884,136,8,-4.487811e-09
88,6.091969,1656232902.0,-59.99883,136,8,-4.134034e-09
89,6.161197,1656232902.0,-59.99879,136,8,-4.094552e-09
90,6.230414,1656232902.0,-59.99891,136,8,-4.611534e-09
91,6.299644,1656232902.0,-59.99888,136,8,-4.362649e-09
92,6.36887,1656232902.0,-59.99889,136,8,-4.696406e-09
93,6.438086,1656232902.0,-59.99883,136,8,-4.445396e-09
94,6.507303,1656232902.0,-59.99883,136,8,-4.111468e-09
95,6.576527,1656232902.0,-59.99881,136,8,-4.022731e-09
96,6.645757,1656232902.0,-59.99881,136,8,-4.398301e-09
97,6.714991,1656232902.0,-59.99883,136,8,-4.694592e-09
98,6.784212,1656232902.0,-59.99883,136,8,-4.002785e-09
99,6.853433,1656232903.0,-59.99894,136,8,-4.88706e-09
100,6.922647,1656232903.0,-59.99892,136,8,-4.77757e-09
101,6.99188,1656232903.0,-59.99887,136,8,-4.645134e-09
