,REL,SEC,SOUR,SOURSTAT,STAT,READ
0,0.0,1656257152.0,-79.99992,136,8,-1.162092e-07
1,0.06923786,1656257152.0,-80.00005,136,8,-1.187815e-07
2,0.138465,1656257152.0,-79.99999,136,8,-1.198824e-07
3,0.207701,1656257153.0,-79.99993,136,8,-1.178009e-07
4,0.2769099,1656257153.0,-79.99986,136,8,-1.192373e-07
5,0.3461304,1656257153.0,-79.9999,136,8,-1.195036e-07
6,0.4153581,1656257153.0,-79.99989,136,8,-1.193136e-07
7,0.484585,1656257153.0,-79.99984,136,8,-1.186064e-07
8,0.5537964,1656257153.0,-79.99994,136,8,-1.170164e-07
9,0.6230241,1656257153.0,-79.99994,136,8,-1.185464e-07
10,0.6922538,1656257153.0,-79.99996,136,8,-1.192085e-07
11,0.7614774,1656257153.0,-79.99992,136,8,-1.204897e-07
12,0.8306973,1656257153.0,-79.99984,136,8,-1.188353e-07
13,0.8999168,1656257153.0,-79.99989,136,8,-1.182237e-07
14,0.9691402,1656257153.0,-79.99986,136,8,-1.169491e-07
15,1.038361,1656257153.0,-79.99995,136,8,-1.190519e-07
16,1.10757,1656257153.0,-79.99992,136,8,-1.189031e-07
17,1.176788,1656257154.0,-79.9999,136,8,-1.216257e-07
18,1.246013,1656257154.0,-79.99989,136,8,-1.204123e-07
19,1.315232,1656257154.0,-79.99989,136,8,-1.200839e-07
20,1.384456,1656257154.0,-79.99995,136,8,-1.207256e-07
21,1.453676,1656257154.0,-79.9999,136,8,-1.196801e-07
22,1.522888,1656257154.0,-79.99992,136,8,-1.1865e-07
23,1.592113,1656257154.0,-79.99991,136,8,-1.19959e-07
24,1.661339,1656257154.0,-79.99999,136,8,-1.194808e-07
25,1.730554,1656257154.0,-79.99991,136,8,-1.191427e-07
26,1.799764,1656257154.0,-79.99989,136,8,-1.169363e-07
27,1.868977,1656257154.0,-79.99991,136,8,-1.164652e-07
28,1.938204,1656257154.0,-80.00002,136,8,-1.173605e-07
29,2.007436,1656257154.0,-79.99986,136,8,-1.215904e-07
30,2.076646,1656257154.0,-79.99986,136,8,-1.185893e-07
