,REL,SEC,SOUR,SOURSTAT,STAT,READ
0,0.0,1656258000.0,-99.99802,136,8,-2.75829e-07
1,0.06923122,1656258000.0,-99.99815,136,8,-2.754391e-07
2,0.1384533,1656258000.0,-99.99792,136,8,-2.766787e-07
3,0.2076661,1656258000.0,-99.99815,136,8,-2.771436e-07
4,0.2768913,1656258000.0,-99.99804,136,8,-2.780799e-07
5,0.3461025,1656258000.0,-99.99813,136,8,-2.749394e-07
6,0.4153169,1656258000.0,-99.99794,136,8,-2.783448e-07
7,0.4845298,1656258000.0,-99.99796,136,8,-2.763186e-07
8,0.5537549,1656258000.0,-99.99803,136,8,-2.732223e-07
9,0.6229841,1656258000.0,-99.99798,136,8,-2.787299e-07
10,0.6922172,1656258000.0,-99.99801,136,8,-2.767421e-07
11,0.7614457,1656258000.0,-99.99811,136,8,-2.745045e-07
12,0.8306738,1656258000.0,-99.99815,136,8,-2.768056e-07
13,0.8998996,1656258001.0,-99.99812,136,8,-2.771373e-07
14,0.9691187,1656258001.0,-99.99811,136,8,-2.785646e-07
15,1.038341,1656258001.0,-99.99819,136,8,-2.771115e-07
16,1.107551,1656258001.0,-99.99795,136,8,-2.777911e-07
17,1.176767,1656258001.0,-99.99809,136,8,-2.75082e-07
18,1.24598,1656258001.0,-99.99807,136,8,-2.757285e-07
19,1.315199,1656258001.0,-99.99818,136,8,-2.777704e-07
20,1.384424,1656258001.0,-99.99809,136,8,-2.760142e-07
21,1.453644,1656258001.0,-99.99812,136,8,-2.765618e-07
22,1.522856,1656258001.0,-99.99812,136,8,-2.763167e-07
23,1.592074,1656258001.0,-99.99808,136,8,-2.781703e-07
24,1.6613,1656258001.0,-99.99808,136,8,-2.763629e-07
25,1.730521,1656258001.0,-99.99818,136,8,-2.768757e-07
26,1.799738,1656258001.0,-99.9981,136,8,-2.779739e-07
27,1.868962,1656258002.0,-99.99818,136,8,-2.763267e-07
28,1.938197,1656258002.0,-99.99811,136,8,-2.766051e-07
29,2.007421,1656258002.0,-99.99808,136,8,-2.76957e-07
30,2.076635,1656258002.0,-99.99809,136,8,-2.76162e-07
