,REL,SEC,SOUR,SOURSTAT,STAT,READ
0,0.0,1656263890.0,-59.99793,136,8,-6.877286e-08
1,0.06919174,1656263890.0,-59.99807,136,8,-6.950192e-08
2,0.1383927,1656263890.0,-59.99799,136,8,-6.922103e-08
3,0.2075966,1656263890.0,-59.99806,136,8,-6.920519e-08
4,0.2767923,1656263891.0,-59.99793,136,8,-6.895666e-08
5,0.3459809,1656263891.0,-59.99797,136,8,-6.920739e-08
6,0.4151713,1656263891.0,-59.99792,136,8,-6.874142e-08
7,0.4843621,1656263891.0,-59.99795,136,8,-6.909333e-08
8,0.5535681,1656263891.0,-59.99794,136,8,-6.923212e-08
9,0.6227683,1656263891.0,-59.99798,136,8,-6.893002e-08
10,0.6919675,1656263891.0,-59.99787,136,8,-6.892123e-08
11,0.7611596,1656263891.0,-59.99791,136,8,-6.883137e-08
12,0.8303572,1656263891.0,-59.99801,136,8,-6.942344e-08
13,0.8995452,1656263891.0,-59.99794,136,8,-6.907722e-08
14,0.9687495,1656263891.0,-59.99796,136,8,-6.91322e-08
15,1.037939,1656263891.0,-59.99797,136,8,-6.894324e-08
16,1.107139,1656263891.0,-59.99799,136,8,-6.956886e-08
17,1.176331,1656263891.0,-59.99787,136,8,-6.908581e-08
18,1.245528,1656263892.0,-59.99797,136,8,-6.916172e-08
19,1.314736,1656263892.0,-59.998,136,8,-6.927093e-08
20,1.383942,1656263892.0,-59.99805,136,8,-6.929761e-08
21,1.453142,1656263892.0,-59.998,136,8,-6.887116e-08
22,1.522352,1656263892.0,-59.998,136,8,-6.914098e-08
23,1.591549,1656263892.0,-59.998,136,8,-6.914052e-08
24,1.660739,1656263892.0,-59.99799,136,8,-6.896128e-08
25,1.729928,1656263892.0,-59.998,136,8,-6.901472e-08
26,1.799117,1656263892.0,-59.99795,136,8,-6.881507e-08
27,1.868329,1656263892.0,-59.99794,136,8,-6.871784e-08
28,1.937535,1656263892.0,-59.99794,136,8,-6.965833e-08
29,2.006726,1656263892.0,-59.99793,136,8,-6.880632e-08
30,2.075925,1656263892.0,-59.99803,136,8,-6.933156e-08
31,2.145113,1656263892.0,-59.99799,136,8,-6.935392e-08
32,2.214317,1656263892.0,-59.99791,136,8,-6.900116e-08
33,2.283517,1656263893.0,-59.99799,136,8,-6.905676e-08
34,2.352723,1656263893.0,-59.99796,136,8,-6.930706e-08
35,2.421927,1656263893.0,-59.99784,136,8,-6.837017e-08
36,2.491127,1656263893.0,-59.99804,136,8,-6.959198e-08
37,2.560334,1656263893.0,-59.99801,136,8,-6.912815e-08
38,2.629534,1656263893.0,-59.99796,136,8,-6.917291e-08
39,2.69872,1656263893.0,-59.99804,136,8,-6.930183e-08
40,2.76792,1656263893.0,-59.99796,136,8,-6.90337e-08
41,2.837106,1656263893.0,-59.99792,136,8,-6.899855e-08
42,2.906303,1656263893.0,-59.99797,136,8,-6.928602e-08
43,2.975497,1656263893.0,-59.99794,136,8,-6.898509e-08
44,3.044688,1656263893.0,-59.99796,136,8,-6.939337e-08
45,3.113873,1656263893.0,-59.99796,136,8,-6.878265e-08
46,3.183069,1656263893.0,-59.99792,136,8,-6.917611e-08
47,3.252267,1656263894.0,-59.99799,136,8,-6.897042e-08
48,3.321455,1656263894.0,-59.99792,136,8,-6.896838e-08
49,3.39066,1656263894.0,-59.99793,136,8,-6.939082e-08
50,3.459856,1656263894.0,-59.99794,136,8,-6.915096e-08
51,3.529041,1656263894.0,-59.99783,136,8,-6.876113e-08
52,3.598243,1656263894.0,-59.99797,136,8,-6.939378e-08
53,3.667445,1656263894.0,-59.99797,136,8,-6.923378e-08
54,3.736651,1656263894.0,-59.99792,136,8,-6.890012e-08
55,3.805851,1656263894.0,-59.998,136,8,-6.931917e-08
56,3.875041,1656263894.0,-59.99796,136,8,-6.888987e-08
57,3.944246,1656263894.0,-59.99787,136,8,-6.865702e-08
58,4.013438,1656263894.0,-59.99796,136,8,-6.903831e-08
59,4.082632,1656263894.0,-59.99795,136,8,-6.911512e-08
60,4.151829,1656263894.0,-59.99795,136,8,-6.925458e-08
61,4.221023,1656263894.0,-59.99796,136,8,-6.893323e-08
62,4.290225,1656263895.0,-59.9979,136,8,-6.860005e-08
63,4.359414,1656263895.0,-59.99804,136,8,-6.956262e-08
64,4.428602,1656263895.0,-59.9979,136,8,-6.868454e-08
65,4.497803,1656263895.0,-59.99794,136,8,-6.890336e-08
66,4.566993,1656263895.0,-59.99787,136,8,-6.892036e-08
67,4.636182,1656263895.0,-59.9979,136,8,-6.867563e-08
68,4.705381,1656263895.0,-59.9979,136,8,-6.956081e-08
69,4.774566,1656263895.0,-59.99792,136,8,-6.8729e-08
70,4.843757,1656263895.0,-59.99797,136,8,-6.939511e-08
71,4.912944,1656263895.0,-59.99796,136,8,-6.859886e-08
72,4.982128,1656263895.0,-59.99786,136,8,-6.913761e-08
73,5.051333,1656263895.0,-59.99798,136,8,-6.932058e-08
74,5.120518,1656263895.0,-59.9979,136,8,-6.914831e-08
75,5.189707,1656263895.0,-59.99792,136,8,-6.903972e-08
76,5.258894,1656263896.0,-59.99792,136,8,-6.908068e-08
77,5.328098,1656263896.0,-59.99795,136,8,-6.917669e-08
78,5.3973,1656263896.0,-59.99799,136,8,-6.905446e-08
79,5.466504,1656263896.0,-59.99797,136,8,-6.90677e-08
80,5.535703,1656263896.0,-59.99799,136,8,-6.901389e-08
81,5.60489,1656263896.0,-59.99795,136,8,-6.872011e-08
82,5.674093,1656263896.0,-59.99796,136,8,-6.925523e-08
83,5.743302,1656263896.0,-59.99791,136,8,-6.878914e-08
84,5.812487,1656263896.0,-59.99794,136,8,-6.931081e-08
85,5.881684,1656263896.0,-59.99793,136,8,-6.928147e-08
86,5.950886,1656263896.0,-59.9979,136,8,-6.911397e-08
87,6.020078,1656263896.0,-59.9979,136,8,-6.882944e-08
88,6.089282,1656263896.0,-59.99797,136,8,-6.891261e-08
89,6.158483,1656263896.0,-59.998,136,8,-6.930837e-08
90,6.227689,1656263896.0,-59.99797,136,8,-6.93337e-08
91,6.296876,1656263897.0,-59.99795,136,8,-6.891479e-08
92,6.366068,1656263897.0,-59.998,136,8,-6.925607e-08
93,6.435272,1656263897.0,-59.998,136,8,-6.921731e-08
