,REL,SEC,SOUR,SOURSTAT,STAT,READ
0,0.0,1656237602.0,-59.99867,136,8,-2.294536e-08
1,0.0692211,1656237602.0,-59.99866,136,8,-2.284495e-08
2,0.1384385,1656237602.0,-59.99873,136,8,-2.315015e-08
3,0.2076634,1656237602.0,-59.99863,136,8,-2.276897e-08
4,0.2768982,1656237602.0,-59.99868,136,8,-2.300827e-08
5,0.3461211,1656237602.0,-59.99863,136,8,-2.282925e-08
6,0.4153509,1656237603.0,-59.99859,136,8,-2.274628e-08
7,0.4845668,1656237603.0,-59.9986,136,8,-2.286799e-08
8,0.5538071,1656237603.0,-59.99867,136,8,-2.345292e-08
9,0.6230364,1656237603.0,-59.99866,136,8,-2.309052e-08
10,0.6922615,1656237603.0,-59.99866,136,8,-2.298769e-08
11,0.7614769,1656237603.0,-59.99862,136,8,-2.296275e-08
12,0.8307119,1656237603.0,-59.99863,136,8,-2.30017e-08
13,0.8999358,1656237603.0,-59.99868,136,8,-2.324714e-08
14,0.9691504,1656237603.0,-59.99855,136,8,-2.249334e-08
15,1.038367,1656237603.0,-59.99877,136,8,-2.37032e-08
16,1.107588,1656237603.0,-59.99862,136,8,-2.251691e-08
17,1.176822,1656237603.0,-59.99859,136,8,-2.292431e-08
18,1.246046,1656237603.0,-59.99864,136,8,-2.302574e-08
19,1.315269,1656237603.0,-59.99862,136,8,-2.298424e-08
20,1.384497,1656237604.0,-59.99865,136,8,-2.304394e-08
21,1.453725,1656237604.0,-59.9987,136,8,-2.344889e-08
22,1.522952,1656237604.0,-59.99852,136,8,-2.234813e-08
23,1.592188,1656237604.0,-59.99856,136,8,-2.312138e-08
24,1.661419,1656237604.0,-59.99856,136,8,-2.266049e-08
25,1.730634,1656237604.0,-59.99857,136,8,-2.322663e-08
26,1.799872,1656237604.0,-59.99855,136,8,-2.272814e-08
27,1.869109,1656237604.0,-59.99861,136,8,-2.345146e-08
28,1.938327,1656237604.0,-59.99857,136,8,-2.280218e-08
29,2.007562,1656237604.0,-59.9986,136,8,-2.299461e-08
30,2.076791,1656237604.0,-59.99849,136,8,-2.247225e-08
31,2.146014,1656237604.0,-59.99856,136,8,-2.274732e-08
32,2.215235,1656237604.0,-59.9986,136,8,-2.330413e-08
33,2.284456,1656237604.0,-59.99849,136,8,-2.207624e-08
34,2.353679,1656237605.0,-59.99855,136,8,-2.350565e-08
35,2.422919,1656237605.0,-59.99843,136,8,-2.228228e-08
36,2.492135,1656237605.0,-59.99861,136,8,-2.33446e-08
37,2.56136,1656237605.0,-59.99851,136,8,-2.292232e-08
38,2.630586,1656237605.0,-59.99863,136,8,-2.313841e-08
39,2.699809,1656237605.0,-59.99862,136,8,-2.282165e-08
40,2.769027,1656237605.0,-59.99846,136,8,-2.238455e-08
41,2.838247,1656237605.0,-59.99855,136,8,-2.334666e-08
42,2.907481,1656237605.0,-59.99846,136,8,-2.273536e-08
43,2.976707,1656237605.0,-59.99858,136,8,-2.278627e-08
44,3.045927,1656237605.0,-59.99855,136,8,-2.265429e-08
45,3.115152,1656237605.0,-59.99853,136,8,-2.27618e-08
46,3.184367,1656237605.0,-59.9986,136,8,-2.33213e-08
47,3.253604,1656237605.0,-59.99855,136,8,-2.286784e-08
48,3.322838,1656237605.0,-59.99864,136,8,-2.328111e-08
49,3.392076,1656237606.0,-59.99857,136,8,-2.270374e-08
50,3.461305,1656237606.0,-59.99862,136,8,-2.298524e-08
51,3.530533,1656237606.0,-59.99854,136,8,-2.249029e-08
52,3.599753,1656237606.0,-59.9986,136,8,-2.343563e-08
53,3.668981,1656237606.0,-59.99855,136,8,-2.254444e-08
54,3.738211,1656237606.0,-59.99855,136,8,-2.303531e-08
55,3.807447,1656237606.0,-59.9986,136,8,-2.281794e-08
56,3.876666,1656237606.0,-59.99866,136,8,-2.328033e-08
57,3.945904,1656237606.0,-59.99863,136,8,-2.269246e-08
58,4.015142,1656237606.0,-59.99858,136,8,-2.277515e-08
59,4.084376,1656237606.0,-59.99853,136,8,-2.246979e-08
60,4.153601,1656237606.0,-59.99868,136,8,-2.353617e-08
61,4.222841,1656237606.0,-59.99862,136,8,-2.271785e-08
62,4.292068,1656237606.0,-59.99867,136,8,-2.276836e-08
63,4.361305,1656237607.0,-59.99869,136,8,-2.302785e-08
64,4.430524,1656237607.0,-59.99861,136,8,-2.274164e-08
65,4.499759,1656237607.0,-59.99866,136,8,-2.301054e-08
66,4.568993,1656237607.0,-59.99871,136,8,-2.321742e-08
67,4.638222,1656237607.0,-59.99867,136,8,-2.266583e-08
68,4.707441,1656237607.0,-59.99868,136,8,-2.279329e-08
69,4.776663,1656237607.0,-59.99871,136,8,-2.318436e-08
70,4.845905,1656237607.0,-59.99864,136,8,-2.26555e-08
71,4.915139,1656237607.0,-59.9986,136,8,-2.283564e-08
72,4.984356,1656237607.0,-59.9986,136,8,-2.26842e-08
73,5.053583,1656237607.0,-59.99871,136,8,-2.346306e-08
74,5.122813,1656237607.0,-59.99857,136,8,-2.258195e-08
75,5.192048,1656237607.0,-59.99866,136,8,-2.33799e-08
76,5.261267,1656237607.0,-59.99854,136,8,-2.275768e-08
77,5.33049,1656237607.0,-59.99864,136,8,-2.312215e-08
78,5.399716,1656237608.0,-59.9986,136,8,-2.281015e-08
79,5.468953,1656237608.0,-59.99858,136,8,-2.284962e-08
80,5.538183,1656237608.0,-59.99865,136,8,-2.317258e-08
81,5.607402,1656237608.0,-59.99871,136,8,-2.321616e-08
82,5.676628,1656237608.0,-59.99868,136,8,-2.266206e-08
83,5.745862,1656237608.0,-59.99867,136,8,-2.300098e-08
84,5.815097,1656237608.0,-59.99863,136,8,-2.317999e-08
85,5.884331,1656237608.0,-59.9986,136,8,-2.310514e-08
86,5.953564,1656237608.0,-59.99868,136,8,-2.29335e-08
87,6.022794,1656237608.0,-59.99865,136,8,-2.298886e-08
88,6.092021,1656237608.0,-59.99871,136,8,-2.310813e-08
89,6.161249,1656237608.0,-59.99872,136,8,-2.303129e-08
90,6.230468,1656237608.0,-59.99855,136,8,-2.231518e-08
91,6.299691,1656237608.0,-59.99871,136,8,-2.324502e-08
92,6.368927,1656237609.0,-59.99865,136,8,-2.247473e-08
93,6.438162,1656237609.0,-59.99871,136,8,-2.342455e-08
94,6.507393,1656237609.0,-59.99868,136,8,-2.25928e-08
95,6.57663,1656237609.0,-59.99868,136,8,-2.279656e-08
96,6.645858,1656237609.0,-59.9987,136,8,-2.339461e-08
97,6.715079,1656237609.0,-59.99876,136,8,-2.319493e-08
98,6.784303,1656237609.0,-59.99872,136,8,-2.311311e-08
99,6.853536,1656237609.0,-59.99871,136,8,-2.290886e-08
100,6.922769,1656237609.0,-59.9987,136,8,-2.300329e-08
101,6.991994,1656237609.0,-59.99866,136,8,-2.286151e-08
102,7.061231,1656237609.0,-59.99871,136,8,-2.310534e-08
103,7.130458,1656237609.0,-59.9987,136,8,-2.286357e-08
104,7.19969,1656237609.0,-59.99866,136,8,-2.254997e-08
105,7.268933,1656237609.0,-59.99874,136,8,-2.299985e-08
106,7.338156,1656237609.0,-59.99871,136,8,-2.287205e-08
107,7.407386,1656237610.0,-59.99865,136,8,-2.255834e-08
108,7.476622,1656237610.0,-59.99864,136,8,-2.28266e-08
109,7.545859,1656237610.0,-59.99866,136,8,-2.305086e-08
110,7.615077,1656237610.0,-59.99868,136,8,-2.30895e-08
111,7.684313,1656237610.0,-59.99863,136,8,-2.283383e-08
112,7.753544,1656237610.0,-59.99867,136,8,-2.297806e-08
113,7.822767,1656237610.0,-59.99861,136,8,-2.268661e-08
114,7.891997,1656237610.0,-59.99868,136,8,-2.314027e-08
115,7.961217,1656237610.0,-59.99859,136,8,-2.233483e-08
116,8.030449,1656237610.0,-59.9987,136,8,-2.320834e-08
117,8.099683,1656237610.0,-59.99866,136,8,-2.316046e-08
118,8.168914,1656237610.0,-59.99875,136,8,-2.325392e-08
119,8.238134,1656237610.0,-59.99868,136,8,-2.30182e-08
120,8.307358,1656237610.0,-59.99856,136,8,-2.26225e-08
121,8.376584,1656237611.0,-59.9986,136,8,-2.298123e-08
122,8.44581,1656237611.0,-59.99863,136,8,-2.281877e-08
123,8.515042,1656237611.0,-59.99863,136,8,-2.245526e-08
124,8.584267,1656237611.0,-59.99859,136,8,-2.272238e-08
125,8.653485,1656237611.0,-59.99868,136,8,-2.279143e-08
126,8.722713,1656237611.0,-59.99863,136,8,-2.303875e-08
127,8.791946,1656237611.0,-59.99866,136,8,-2.294204e-08
128,8.86118,1656237611.0,-59.99862,136,8,-2.289985e-08
129,8.930406,1656237611.0,-59.9987,136,8,-2.325966e-08
130,8.999628,1656237611.0,-59.99871,136,8,-2.280425e-08
131,9.068862,1656237611.0,-59.99871,136,8,-2.27052e-08
132,9.13808,1656237611.0,-59.99866,136,8,-2.279324e-08
133,9.207316,1656237611.0,-59.99871,136,8,-2.328161e-08
134,9.276531,1656237611.0,-59.99864,136,8,-2.256992e-08
135,9.345753,1656237611.0,-59.99867,136,8,-2.301292e-08
136,9.414996,1656237612.0,-59.99861,136,8,-2.252511e-08
137,9.484225,1656237612.0,-59.99872,136,8,-2.315098e-08
138,9.553459,1656237612.0,-59.99862,136,8,-2.270542e-08
139,9.622677,1656237612.0,-59.99876,136,8,-2.345515e-08
140,9.691915,1656237612.0,-59.99868,136,8,-2.261045e-08
141,9.761146,1656237612.0,-59.99872,136,8,-2.316354e-08
142,9.830381,1656237612.0,-59.99869,136,8,-2.262516e-08
143,9.899599,1656237612.0,-59.99876,136,8,-2.328736e-08
144,9.968823,1656237612.0,-59.99874,136,8,-2.298988e-08
145,10.03805,1656237612.0,-59.99874,136,8,-2.308107e-08
146,10.10728,1656237612.0,-59.99868,136,8,-2.289072e-08
147,10.1765,1656237612.0,-59.99871,136,8,-2.276666e-08
148,10.24572,1656237612.0,-59.99873,136,8,-2.286098e-08
149,10.31496,1656237612.0,-59.99866,136,8,-2.283941e-08
150,10.38419,1656237613.0,-59.99872,136,8,-2.304913e-08
151,10.45343,1656237613.0,-59.99862,136,8,-2.268413e-08
152,10.52266,1656237613.0,-59.9986,136,8,-2.232231e-08
153,10.59188,1656237613.0,-59.99884,136,8,-2.363e-08
154,10.66112,1656237613.0,-59.99875,136,8,-2.285879e-08
155,10.73034,1656237613.0,-59.99869,136,8,-2.254404e-08
156,10.79957,1656237613.0,-59.99873,136,8,-2.305967e-08
157,10.8688,1656237613.0,-59.99878,136,8,-2.306919e-08
158,10.93803,1656237613.0,-59.99871,136,8,-2.299313e-08
159,11.00725,1656237613.0,-59.99872,136,8,-2.30326e-08
160,11.07647,1656237613.0,-59.99882,136,8,-2.306842e-08
161,11.1457,1656237613.0,-59.99873,136,8,-2.263536e-08
