,REL,SEC,SOUR,SOURSTAT,STAT,READ
0,0.0,1656265705.0,-59.99889,136,8,-1.042446e-07
1,0.06923602,1656265705.0,-59.99884,136,8,-1.044699e-07
2,0.1384668,1656265705.0,-59.99894,136,8,-1.035549e-07
3,0.2076937,1656265705.0,-59.99897,136,8,-1.058405e-07
4,0.2769221,1656265705.0,-59.99889,136,8,-1.063926e-07
5,0.3461521,1656265705.0,-59.99892,136,8,-1.072556e-07
6,0.4153771,1656265705.0,-59.99888,136,8,-1.055573e-07
7,0.4846038,1656265705.0,-59.99891,136,8,-1.027531e-07
8,0.5538198,1656265705.0,-59.99895,136,8,-1.04159e-07
9,0.6230356,1656265705.0,-59.99891,136,8,-1.037272e-07
10,0.692252,1656265705.0,-59.99891,136,8,-1.052599e-07
11,0.7614869,1656265705.0,-59.99885,136,8,-1.03657e-07
12,0.8307026,1656265706.0,-59.99887,136,8,-1.039026e-07
13,0.8999211,1656265706.0,-59.99883,136,8,-1.060108e-07
14,0.9691418,1656265706.0,-59.99886,136,8,-1.055786e-07
15,1.03836,1656265706.0,-59.99881,136,8,-1.034136e-07
16,1.107592,1656265706.0,-59.99891,136,8,-1.03752e-07
17,1.176823,1656265706.0,-59.9988,136,8,-1.025809e-07
18,1.246049,1656265706.0,-59.99887,136,8,-1.044235e-07
19,1.315263,1656265706.0,-59.99881,136,8,-1.027235e-07
20,1.384487,1656265706.0,-59.99884,136,8,-1.043754e-07
21,1.453718,1656265706.0,-59.99883,136,8,-1.044295e-07
22,1.522951,1656265706.0,-59.99891,136,8,-1.035454e-07
23,1.592179,1656265706.0,-59.99888,136,8,-1.048598e-07
24,1.661407,1656265706.0,-59.99885,136,8,-1.02616e-07
25,1.730624,1656265706.0,-59.99879,136,8,-1.045152e-07
26,1.799849,1656265706.0,-59.99891,136,8,-1.041873e-07
27,1.869079,1656265707.0,-59.99886,136,8,-1.033858e-07
28,1.938301,1656265707.0,-59.99884,136,8,-1.052853e-07
29,2.00753,1656265707.0,-59.99886,136,8,-1.051095e-07
30,2.076762,1656265707.0,-59.99891,136,8,-1.042907e-07
31,2.145986,1656265707.0,-59.99896,136,8,-1.046003e-07
32,2.215216,1656265707.0,-59.99876,136,8,-1.047604e-07
33,2.284438,1656265707.0,-59.99887,136,8,-1.048137e-07
34,2.353651,1656265707.0,-59.99889,136,8,-1.055507e-07
35,2.422882,1656265707.0,-59.99881,136,8,-1.043501e-07
36,2.492096,1656265707.0,-59.99889,136,8,-1.055131e-07
37,2.561322,1656265707.0,-59.9989,136,8,-1.032459e-07
