#Col	Row	Count	Time
8	0	0	20220509100003
8	1	0	20220509100008
8	2	20	20220509100013
8	3	0	20220509100018
8	4	20	20220509100024
8	5	20	20220509100030
8	6	0	20220509100036
8	7	0	20220509100042
8	8	20	20220509100047
8	9	0	20220509100053
8	10	0	20220509100058
8	11	0	20220509100103
8	12	20	20220509100109
8	13	0	20220509100115
8	14	20	20220509100120
8	15	0	20220509100127
8	16	20	20220509100132
8	17	0	20220509100138
8	18	0	20220509100143
8	19	0	20220509100148
8	20	20	20220509100154
8	21	20	20220509100200
8	22	20	20220509100206
8	23	20	20220509100213
8	24	0	20220509100219
8	25	0	20220509100224
8	26	0	20220509100229
8	27	0	20220509100235
8	28	20	20220509100240
8	29	0	20220509100246
8	30	20	20220509100251
8	31	0	20220509100258
8	32	0	20220509100303
8	33	0	20220509100308
8	34	0	20220509100313
