,Rows,Cols
0,2,7
1,4,32
2,5,15
3,5,23
4,6,17
5,6,21
6,9,13
7,10,8
8,11,5
9,12,7
10,15,27
11,16,31
12,19,26
13,27,19
14,30,2
15,34,0
16,34,1
17,34,2
18,34,3
19,34,5
20,34,6
21,34,7
22,34,8
23,34,9
24,34,10
25,34,11
26,34,12
27,34,13
28,34,14
29,34,15
30,34,16
31,34,17
32,34,18
33,34,21
34,34,22
35,34,23
36,34,24
37,34,25
38,34,27
39,34,28
40,34,29
41,34,30
42,34,31
43,34,32
44,34,33
45,34,34
46,0,33
