Col	Row	Count	Time
20	0	0	beam_20220506-214514
20	1	1000	beam_20220506-214521
20	2	0	beam_20220506-215747
20	3	0	beam_20220506-215754
20	4	41	beam_20220506-215801
20	5	1000	beam_20220506-215839
20	6	1000	beam_20220506-221107
20	7	672	beam_20220506-222336
20	8	1000	beam_20220506-223202
20	9	1	beam_20220506-224431
20	10	0	beam_20220506-224439
20	11	1000	beam_20220506-224446
20	12	0	beam_20220506-225716
20	13	1000	beam_20220506-225723
20	14	0	beam_20220506-230953
20	15	0	beam_20220506-231000
20	16	561	beam_20220506-231007
20	17	0	beam_20220506-231710
20	18	0	beam_20220506-231717
20	19	1000	beam_20220506-231724
20	20	2	beam_20220506-232954
20	21	9	beam_20220506-233003
20	22	3	beam_20220506-233017
20	23	1000	beam_20220506-233026
20	24	873	beam_20220506-234256
20	25	121	beam_20220506-235345
20	26	0	beam_20220506-235521
20	27	0	beam_20220506-235528
20	28	0	beam_20220506-235536
20	29	1000	beam_20220506-235543
20	30	0	beam_20220507-002314
20	31	0	beam_20220507-002322
20	32	0	beam_20220507-002329
20	33	0	beam_20220507-002336
20	34	0	beam_20220507-002343
