Row 	 Counts 
0 	 10 
1 	 6 
2 	 8 
3 	 10 
4 	 0 
5 	 0 
6 	 10 
7 	 0 
8 	 0 
9 	 10 
10 	 10 
11 	 10 
12 	 10 
13 	 0 
14 	 1 
15 	 10 
16 	 0 
17 	 10 
18 	 5 
19 	 10 
20 	 10 
21 	 0 
22 	 10 
23 	 10 
24 	 0 
25 	 10 
26 	 0 
27 	 10 
28 	 0 
29 	 10 
30 	 10 
31 	 9 
32 	 10 
33 	 10 
34 	 10 
