Row 	 Counts 
0 	 10 
1 	 10 
2 	 10 
3 	 9 
4 	 10 
5 	 0 
6 	 0 
7 	 10 
8 	 10 
9 	 10 
10 	 9 
11 	 10 
12 	 10 
13 	 6 
14 	 10 
15 	 10 
16 	 9 
17 	 10 
18 	 7 
19 	 0 
20 	 10 
21 	 10 
22 	 10 
23 	 0 
24 	 10 
25 	 1 
26 	 0 
27 	 0 
28 	 10 
29 	 10 
30 	 10 
31 	 10 
32 	 0 
33 	 10 
34 	 0 
