Row 	 Counts 
0 	 0 
1 	 7 
2 	 9 
3 	 10 
4 	 10 
5 	 10 
6 	 10 
7 	 0 
8 	 10 
9 	 0 
10 	 3 
11 	 0 
12 	 10 
13 	 0 
14 	 10 
15 	 10 
16 	 8 
17 	 10 
18 	 10 
19 	 7 
20 	 10 
21 	 10 
22 	 10 
23 	 10 
24 	 10 
25 	 10 
26 	 10 
27 	 10 
28 	 10 
29 	 0 
30 	 10 
31 	 0 
32 	 0 
33 	 10 
34 	 10 
