Row 	 Counts 
0 	 0 
1 	 10 
2 	 10 
3 	 10 
4 	 0 
5 	 10 
6 	 10 
7 	 0 
8 	 10 
9 	 10 
10 	 10 
11 	 10 
12 	 10 
13 	 0 
14 	 0 
15 	 6 
16 	 0 
17 	 10 
18 	 10 
19 	 10 
20 	 10 
21 	 9 
22 	 10 
23 	 10 
24 	 0 
25 	 10 
26 	 10 
27 	 0 
28 	 0 
29 	 9 
30 	 0 
31 	 10 
32 	 10 
33 	 0 
34 	 9 
