Col	Row	Count	Time
27	0	0	beam_20220609-232635
27	1	0	beam_20220609-232639
27	2	0	beam_20220609-232644
27	3	0	beam_20220609-232648
27	4	0	beam_20220609-232652
27	5	500	beam_20220609-232656
27	6	500	beam_20220609-232755
27	7	500	beam_20220609-232853
27	8	500	beam_20220609-232952
27	9	0	beam_20220609-233051
27	10	0	beam_20220609-233055
27	11	500	beam_20220609-233059
27	12	500	beam_20220609-233158
27	13	0	beam_20220609-233257
27	14	0	beam_20220609-233301
27	15	0	beam_20220609-233305
27	16	0	beam_20220609-233309
27	17	0	beam_20220609-233313
27	18	396	beam_20220609-233318
27	19	500	beam_20220609-233405
27	20	500	beam_20220609-233504
27	21	500	beam_20220609-233603
27	22	500	beam_20220609-233701
27	23	0	beam_20220609-233800
27	24	500	beam_20220609-233804
27	25	0	beam_20220609-233903
27	26	500	beam_20220609-233907
27	27	0	beam_20220609-234006
27	28	500	beam_20220609-234010
27	29	500	beam_20220609-234108
27	30	500	beam_20220609-234207
27	31	0	beam_20220609-234306
27	32	0	beam_20220609-234310
27	33	500	beam_20220609-234314
27	34	500	beam_20220609-234413
