Col	Row	Count	Time
3	0	0	beam_20220629-171105
3	1	0	beam_20220629-171106
3	2	0	beam_20220629-171107
3	3	0	beam_20220629-171109
3	4	50	beam_20220629-171110
3	5	50	beam_20220629-171116
3	6	50	beam_20220629-171123
3	7	50	beam_20220629-171130
3	8	50	beam_20220629-171136
3	9	0	beam_20220629-171143
3	10	0	beam_20220629-171144
3	11	0	beam_20220629-171145
3	12	0	beam_20220629-171147
3	13	0	beam_20220629-171148
3	14	50	beam_20220629-171149
3	15	50	beam_20220629-171155
3	16	0	beam_20220629-171202
3	17	50	beam_20220629-171203
3	18	50	beam_20220629-171210
3	19	50	beam_20220629-171216
3	20	50	beam_20220629-171223
3	21	0	beam_20220629-171229
3	22	0	beam_20220629-171231
3	23	0	beam_20220629-171232
3	24	0	beam_20220629-171233
3	25	1	beam_20220629-171234
3	26	0	beam_20220629-171236
3	27	50	beam_20220629-171237
3	28	0	beam_20220629-171243
3	29	50	beam_20220629-171245
3	30	0	beam_20220629-171251
3	31	50	beam_20220629-171252
3	32	50	beam_20220629-171259
3	33	0	beam_20220629-171305
3	34	0	beam_20220629-171307
