Col	Row	Count	Time
4	0	0	beam_20220629-171308
4	1	0	beam_20220629-171309
4	2	0	beam_20220629-171310
4	3	0	beam_20220629-171311
4	4	50	beam_20220629-171313
4	5	50	beam_20220629-171319
4	6	50	beam_20220629-171326
4	7	50	beam_20220629-171332
4	8	0	beam_20220629-171339
4	9	50	beam_20220629-171340
4	10	0	beam_20220629-171347
4	12	0	beam_20220629-171348
4	13	0	beam_20220629-171349
4	14	0	beam_20220629-171350
4	15	0	beam_20220629-171351
4	16	0	beam_20220629-171353
4	17	0	beam_20220629-171354
4	18	0	beam_20220629-171355
4	19	0	beam_20220629-171356
4	20	50	beam_20220629-171358
4	21	0	beam_20220629-171404
4	22	0	beam_20220629-171405
4	23	0	beam_20220629-171407
4	24	0	beam_20220629-171408
4	25	0	beam_20220629-171409
4	26	0	beam_20220629-171410
4	27	50	beam_20220629-171411
4	28	0	beam_20220629-171418
4	29	0	beam_20220629-171419
4	30	50	beam_20220629-171420
4	31	0	beam_20220629-171427
4	32	0	beam_20220629-171428
4	33	0	beam_20220629-171429
4	34	0	beam_20220629-171431
