,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34
0,-0.7278043593833066,0.7166675615396555,0.6500221137263629,-0.3797634691195795,-0.12704918653819575,-0.1564773127701602,-0.4336917562724014,-0.5555555555555556,-0.42359093550261506,0.724259798754486,-0.8719806763285021,0.3873247037841976,-0.7538461538461534,-0.28006206361520536,-0.29969418960244654,0.4635208987626619,-0.4285714285714288,0.7261371702023729,0.46827362079350343,0.2623700804277863,-0.4816452896948251,0.21517780403023534,-0.33196721311475397,0.5899682867760527,0.05133026072850122,0.6990404006023934,-0.43243243243243246,0.5830720521883775,0.08536581487915951,0.04467729327901526,0.6869895976825271,-0.44356955380577423,0.4051895447180375,-0.2908777969018934,0.6126118128083934
1,0.9330927892038585,0.9156408787668057,0.7332480114622209,0.8623201065032117,0.14669353303094057,0.7372031969406635,0.8963921449166271,0.7853786403716515,0.9058649834400818,0.8177902012019336,0.8728390155852439,0.9095697877583538,-0.44054478784704054,0.8945568716724706,0.8819921794420233,0.889905086856235,0.5004880129489803,0.7705306238516234,-0.35135135135135154,0.9316277055306472,0.7192041509847633,0.7301100733004102,0.13873235435726383,0.8953620077614072,0.8911207120698321,0.27848621762402515,0.7807444974928359,0.5965519245806644,0.8978459621470198,0.7997181265190366,0.8218323980814001,0.8479096266841035,0.6708578022464227,0.544935089198235,0.8414013487419635
2,0.872180730371678,0.8651339460939208,-0.8001469507714916,0.6783164510726215,0.9285557594311569,-0.4446914002393574,0.2664642399449104,0.12935993704598692,0.17186475542749902,0.12226536592797832,0.7588477002083229,0.9009582557932416,0.36872287457496733,0.4129573388456237,0.9309046243899193,0.8702757363216269,0.6710521943798053,0.7792451188508931,0.7120795503286568,-0.4481707317073169,0.9051728613169845,0.06217829379951956,0.8323518317403453,0.9450983916876441,0.7736774775286211,0.07187353937605323,0.8457075582452611,0.5481568276458073,0.8481661078244926,0.5557401916315976,0.7926991903697934,0.6829400352467437,0.8813355774189273,0.4294867019820142,0.8825402304767886
3,0.345153619508196,0.8755885975353045,0.9065170652626764,0.8287280710238487,0.6674929334216495,0.43719584506208353,0.5552968517341561,-0.9337016574585637,0.9176848020032103,0.5795748255518713,0.8095292024982017,0.9107851167055546,0.9041907675567173,0.931676521193623,0.7873240099433078,0.7918903251871466,0.7422172988176403,0.8761289207826132,0.3210856158689398,0.8763347729872389,0.7211197248958924,0.7705610369601608,0.8953906006681442,0.7431756479821963,0.44295295952756397,0.4969267016210609,0.9057560927274357,0.8766169347777762,0.7560970670794447,0.9135029067401149,0.5100253452420229,0.8735183594541066,0.858332340554923,0.8704091928133212,-0.02537293766640536
4,0.550748474191117,0.8357942585313556,0.8790309846224283,0.7297381151022542,0.8729822223647474,0.9164261153363576,0.8697944622747938,0.6122793113868065,0.8902730226507958,0.8714538321457652,-0.44600689838153373,0.6996544708626008,0.8030240218098643,-0.034197585185437696,0.8974931064032986,0.6981151519137675,0.8848525715883919,0.8628421627420798,0.8241472599321522,0.9229447768359661,0.8176455462074125,0.9170608603451647,0.8594085469655816,0.8922022800413352,0.8458848435624177,0.9329184458208858,0.9157244391615744,0.7977852903891766,0.8820285136754326,0.8877749703911229,0.29234868681551807,0.8720205432919095,0.4068481389357985,0.8336586946600413,0.8739334930768181
5,0.9052413895415884,0.8769460153618488,0.9469130245436048,0.9108283609657729,0.6448158672981852,0.8119643558915518,0.8328424492440708,0.8949875946035578,0.9217463091351628,0.7979765895514574,0.6332787290326443,0.6705571013382277,0.8244395528247864,-0.71840354767184,0.7134775117185994,,0.6956710894390657,0.9391488830847985,0.5191419253232268,0.8902651263876589,0.6315504325950188,0.822253832069741,0.8790929979803443,0.027775658362210187,0.8830820917409747,0.9174088813009056,0.8817495968773873,0.9334104022000492,0.8110934416742863,0.20086879176074612,0.37682988337646206,0.7637701944802819,0.9005127802540699,0.9082805732576104,0.9249341333255786
6,0.8708400338442054,0.8485921277256678,0.29832775145995005,0.6600378159429224,0.8247034300702355,0.9279431490920019,0.9218572433808637,0.8096783116578765,0.5224035208907969,0.8724588518841612,0.7883248123912128,0.7819442653446347,0.25954505681020246,0.794914593234684,0.9138476743473095,0.8889660344306556,0.7105501025412513,0.6387219579455907,0.9214357526491814,0.8603944059456434,0.8660181491229296,,0.11714259637108981,0.8880731231446454,0.8674054511152408,0.8564043536347139,0.5507804206281024,0.8739017701927537,0.930232445099754,0.7641900883221663,0.9506561476049215,0.8686767206791474,0.9088753958495203,0.10830695136834989,0.8636034599455296
7,0.829239459564586,0.6601662100971111,0.8365960066482296,0.9068036460051822,0.8977114092348196,0.8695815798344352,0.8975376293419495,0.8785153586661889,0.8722872062168604,0.840655075660649,0.8962992392716945,0.8773614121651725,0.8007236015321767,0.5803434001001515,0.8833706012369896,0.8918323368012744,0.7159044938519585,0.8766936513367375,0.6457185091904937,0.8872150073813367,0.8066215476006311,0.9078024257254642,0.8941669390616838,0.9490445925577707,0.8975908163155066,0.7794979781653539,0.9131561390930708,0.9281018424817243,0.8948245790343045,0.9167767195501902,-0.5624999999999998,0.8701515710638271,0.8441561963350426,0.8287196660854386,0.8721523551002679
8,0.8919390019946281,0.36281555119685105,0.8631984995974327,0.8449833689637765,0.8524730972373308,0.9116545224949544,0.7665335230720501,0.36732030069716015,0.8496860598738928,0.8740768667888231,0.6267608164017195,0.7959802062780997,0.9112825263679408,0.900387829613092,0.8978899220578691,0.9147878500462678,0.8614305050992863,0.6620796844255845,0.7957159169982609,0.4866437594050359,0.8907360711590862,0.8876786597239753,0.776222472120355,0.8791164499927705,0.9309321347966493,0.8943818537213636,0.883992557322108,0.9292956723929846,0.8393128349588885,-0.2376237623762376,0.832283014325259,-0.06848721811512504,0.8378360694655407,0.8440933629142673,0.8947078012312467
9,0.9227739628895402,0.8744998462411175,0.7398247544358697,0.8628164569371618,0.9308390775152445,0.7653114346886105,0.9005130740781782,0.8546471819099837,0.7569281539035487,-0.41312361759646143,0.6856203668466635,0.7384078015314716,0.9107848859790124,0.8794069062551861,0.8787718692958144,0.8278535286672465,0.715196760349089,0.856707404570282,0.8304560411886687,0.9063967061797443,0.8867706962355273,0.8184530593842861,0.8975698773170052,0.8388798467149037,0.514836325335477,0.6376161313484716,0.8693200545753588,0.8069463117578448,0.8842360149366142,0.823190443221633,0.8020587102278889,0.8586619443303294,0.9496162456370296,0.9143685891213744,0.7942103487514378
10,0.8680746506062811,0.5848689026411042,0.6382644184149736,0.6798920886053352,0.9071486324366715,0.7247039253108472,0.899755637746186,0.90354113780842,-1.3595505617977528,0.888670519704091,0.9135728097269331,0.309817384377281,0.8318402813892705,0.68335328291108,0.7518347912617186,0.8974427176597367,0.93164116720653,0.9140583971098929,0.8513922407095122,0.7335580706138576,0.8371868374651619,0.9192175343246398,0.9131361273509512,0.22198070688885785,0.9155689273020718,0.9444129081143942,0.6879221730108538,0.8757811416644472,0.843107969925325,0.7293551698434766,0.8687602254524787,-0.5051546391752577,0.9157516424376914,0.8744874599142008,0.7481482564498785
11,0.874946879079194,0.9037024713392592,0.9231263851905975,0.7519641667954967,0.8047453386200638,0.017117642726008797,0.9024217044151535,0.9325367684693157,0.9238121518144897,0.804266638774817,0.893292074616325,0.8850626481853144,0.6075131442463364,0.8081921133771681,0.8700456987649932,0.7719121682606799,0.8709986471558936,0.841159687232486,0.6684628534084257,0.9475683699967135,0.9236809803807686,0.8987799865361836,0.6016143081305365,0.9315619485268827,0.8400332243740769,0.8904520091755903,0.8043431827689365,0.9503053683459489,0.8505082516425293,0.9283670389681564,0.9328853855263857,0.8122350439500525,0.8652145752049747,0.9022086961297314,0.8230197855761067
12,-0.3477975016436554,0.6606198579992848,0.8668388023394998,2.1798462479516445e-08,0.9030616772918659,0.8725510241823669,0.8755520338527679,-1.9851725495341825,0.8659717110701236,0.8717046266084547,0.8512138073635965,0.8771869087022481,0.7561114365242461,0.9293774143979838,0.8905371949538796,0.902547959780743,0.8886186324058604,0.9004885816703495,0.7488439207424699,0.6899364558850704,0.7848023679172123,0.9161568843732191,0.8830953377155317,0.898943112468206,0.9313018987950652,0.902037337115652,0.5249579700705641,0.9214715614965829,0.8945104624663891,0.2912716147977318,0.8431281270096351,0.8976266625102398,0.6403692926914646,0.9120555433737,0.9312436247666479
13,0.7849840189520179,0.8433775827559928,0.7944605263064594,-0.5451174289245984,0.8787474522987604,0.8805271053134681,0.8862488881066805,0.9123802249509133,0.535360334384051,0.8946620372188814,0.7780333643099254,0.5834983153788984,0.8203866313114977,0.8566810231761363,0.8568541313544097,0.7938494767843448,0.803169536666026,0.6659968885278972,0.8987870656301079,0.9069217478812055,0.30693114190790927,0.007641393228245641,0.5936002079321168,0.7697002469809708,0.9147081515746269,0.707518045388472,0.9250580901980743,0.8431676273484651,0.6338092259140844,0.8495527774447755,0.8865535452627138,0.8828955180870957,0.8766595895539313,0.6938179651994028,0.8869164804480137
