#Col	Row	Count	Time
16	0	0	20220509103959
16	1	0	20220509104004
16	2	0	20220509104009
16	3	0	20220509104015
16	4	0	20220509104020
16	5	20	20220509104025
16	6	0	20220509104031
16	7	0	20220509104037
16	8	0	20220509104042
16	9	20	20220509104047
16	10	20	20220509104053
16	11	20	20220509104100
16	12	0	20220509104106
16	13	0	20220509104111
16	14	0	20220509104116
16	15	0	20220509104121
16	16	20	20220509104127
16	17	0	20220509104133
16	18	0	20220509104138
16	19	0	20220509104143
16	20	20	20220509104148
16	21	20	20220509104155
16	22	0	20220509104201
16	23	0	20220509104206
16	24	0	20220509104212
16	25	20	20220509104217
16	26	0	20220509104223
16	27	20	20220509104228
16	28	0	20220509104235
16	29	0	20220509104240
16	30	0	20220509104245
16	31	0	20220509104250
16	32	0	20220509104255
16	33	0	20220509104301
16	34	0	20220509104306
