Col	Row	Count	Time
19	0	0	beam_20220510-160742
19	1	0	beam_20220510-160746
19	2	0	beam_20220510-160749
19	3	0	beam_20220510-160752
19	4	100	beam_20220510-160756
19	5	0	beam_20220510-160917
19	6	0	beam_20220510-160920
19	7	5	beam_20220510-160924
19	8	2	beam_20220510-160931
19	9	0	beam_20220510-160936
19	10	0	beam_20220510-160939
19	11	0	beam_20220510-160943
19	12	87	beam_20220510-160946
19	13	100	beam_20220510-161057
19	14	0	beam_20220510-161218
19	15	1	beam_20220510-161222
19	16	100	beam_20220510-161226
19	17	1	beam_20220510-161347
19	18	1	beam_20220510-161351
19	19	3	beam_20220510-161356
