Row 	 Counts 
0 	 0 
1 	 10 
2 	 10 
3 	 9 
4 	 7 
5 	 10 
6 	 2 
7 	 10 
8 	 10 
9 	 10 
10 	 9 
11 	 10 
12 	 10 
13 	 0 
14 	 10 
15 	 10 
16 	 10 
17 	 10 
18 	 10 
19 	 10 
20 	 10 
21 	 10 
22 	 10 
23 	 10 
24 	 0 
25 	 10 
26 	 10 
27 	 9 
28 	 10 
29 	 8 
30 	 5 
31 	 10 
32 	 10 
33 	 10 
34 	 10 
