Row 	 Counts 
0 	 0 
1 	 10 
2 	 9 
3 	 10 
4 	 10 
5 	 10 
6 	 9 
7 	 10 
8 	 10 
9 	 10 
10 	 10 
11 	 9 
12 	 0 
13 	 10 
14 	 10 
15 	 10 
16 	 10 
17 	 10 
18 	 10 
19 	 0 
20 	 10 
21 	 10 
22 	 10 
23 	 10 
24 	 10 
25 	 3 
26 	 0 
27 	 10 
28 	 10 
29 	 10 
30 	 7 
31 	 10 
32 	 10 
33 	 10 
34 	 10 
