Row 	 Counts 
0 	 10 
1 	 10 
2 	 10 
3 	 10 
4 	 10 
5 	 10 
6 	 7 
7 	 0 
8 	 10 
9 	 8 
10 	 10 
11 	 10 
12 	 0 
13 	 0 
14 	 10 
15 	 0 
16 	 10 
17 	 9 
18 	 10 
19 	 5 
20 	 10 
21 	 10 
22 	 10 
23 	 10 
24 	 10 
25 	 8 
26 	 10 
27 	 10 
28 	 10 
29 	 0 
30 	 0 
31 	 10 
32 	 0 
33 	 10 
34 	 10 
