NEvent,ChipId,Payload,Locatn,Row/Col,tStamp,MSB,LSB,ToT,ToT(us),RealTime
0,0, 4, 5,Row,127, 10,63 , 2623 , 26.23,1657306412.8252137 
0,0, 4, 0,Col,127, 10,72 , 2632 , 26.32,1657306412.8252137 

1,0, 4, 5,Row,101, 8,151 , 2199 , 21.99,1657306413.5541565 
1,0, 4, 0,Col,101, 8,166 , 2214 , 22.14,1657306413.5541565 

2,0, 4, 5,Row,64, 6,248 , 1784 , 17.84,1657306417.3944309 
2,0, 4, 0,Col,64, 6,255 , 1791 , 17.91,1657306417.3944309 

3,0, 4, 5,Row,239, 2,149 , 661 , 6.61,1657306424.2991064 
3,0, 4, 0,Col,239, 2,157 , 669 , 6.69,1657306424.2991064 

4,0, 4, 5,Row,142, 15,252 , 4092 , 40.92,1657306426.0901456 
4,0, 4, 0,Col,142, 0,1 , 1 , 0.01,1657306426.0901456 

5,0, 4, 5,Row,233, 5,168 , 1448 , 14.48,1657306428.3609107 
5,0, 4, 0,Col,233, 5,175 , 1455 , 14.55,1657306428.3609107 

6,0, 4, 5,Row,160, 4,225 , 1249 , 12.49,1657306429.089038 
6,0, 4, 0,Col,160, 4,226 , 1250 , 12.5,1657306429.089038 

7,0, 4, 5,Row,255, 5,65 , 1345 , 13.45,1657306431.392656 
7,0, 4, 0,Col,255, 5,70 , 1350 , 13.5,1657306431.392656 

8,0, 4, 5,Row,233, 11,228 , 3044 , 30.44,1657306432.9169278 
8,0, 4, 0,Col,233, 11,236 , 3052 , 30.52,1657306432.9169278 

9,0, 4, 5,Row,205, 7,147 , 1939 , 19.39,1657306435.1724722 
9,0, 4, 0,Col,205, 7,155 , 1947 , 19.47,1657306435.1724722 

10,0, 4, 5,Row,243, 11,43 , 2859 , 28.59,1657306439.053672 
10,0, 4, 0,Col,243, 11,53 , 2869 , 28.69,1657306439.053672 

11,0, 4, 5,Row,199, 6,240 , 1776 , 17.76,1657306439.7820718 
11,0, 4, 0,Col,198, 6,246 , 1782 , 17.82,1657306439.7820718 

12,0, 4, 5,Row,189, 8,247 , 2295 , 22.95,1657306440.9600503 
12,0, 4, 0,Col,189, 8,250 , 2298 , 22.98,1657306440.9600503 

