NEvent,ChipId,Payload,Locatn,Row/Col,tStamp,MSB,LSB,ToT,ToT(us),RealTime
0,0, 4, 13,Row,146, 5,157 , 1437 , 14.37,1656232868.7794275 
0,0, 4, 14,Row,80, 2,82 , 594 , 5.94,1656232868.7794275 
0,0, 4, 5,Col,146, 5,154 , 1434 , 14.34,1656232868.7794275 
0,0, 4, 23,Col,80, 2,60 , 572 , 5.72,1656232868.7794275 

1,0, 4, 33,Row,209, 14,117 , 3701 , 37.01,1656232869.6513612 
1,0, 4, 21,Col,209, 14,110 , 3694 , 36.94,1656232869.6513612 

2,0, 4, 14,Row,250, 14,80 , 3664 , 36.64,1656232870.97594 
2,0, 4, 25,Row,134, 11,247 , 3063 , 30.63,1656232870.97594 
2,0, 4, 12,Col,134, 11,233 , 3049 , 30.49,1656232870.97594 
2,0, 4, 23,Col,250, 14,61 , 3645 , 36.45,1656232870.97594 

3,0, 4, 31,Row,182, 0,73 , 73 , 0.73,1656232871.7855642 
3,0, 4, 32,Row,44, 8,242 , 2290 , 22.9,1656232871.7855642 
3,0, 4, 9,Col,43, 8,237 , 2285 , 22.85,1656232871.7855642 

4,0, 4, 30,Row,123, 13,161 , 3489 , 34.89,1656232873.0277026 
4,0, 4, 22,Col,123, 13,154 , 3482 , 34.82,1656232873.0277026 

5,0, 4, 8,Row,149, 0,213 , 213 , 2.13,1656232873.821802 
5,0, 4, 16,Row,210, 3,9 , 777 , 7.77,1656232873.821802 
5,0, 4, 25,Row,234, 0,184 , 184 , 1.84,1656232873.821802 
5,0, 4, 14,Col,234, 0,176 , 176 , 1.76,1656232873.821802 
5,0, 4, 15,Col,210, 3,19 , 787 , 7.87,1656232873.821802 
5,0, 4, 20,Col,149, 0,199 , 199 , 1.99,1656232873.821802 

6,0, 4, 17,Row,67, 2,148 , 660 , 6.6,1656232874.6327991 
6,0, 4, 23,Row,138, 10,107 , 2667 , 26.67,1656232874.6327991 
6,0, 4, 14,Col,67, 2,139 , 651 , 6.51,1656232874.6327991 
6,0, 4, 18,Col,137, 10,122 , 2682 , 26.82,1656232874.6327991 

7,0, 4, 2,Row,186, 13,251 , 3579 , 35.79,1656232875.4341605 
7,0, 4, 19,Row,80, 10,157 , 2717 , 27.17,1656232875.4341605 
7,0, 4, 5,Col,80, 10,134 , 2694 , 26.94,1656232875.4341605 
7,0, 4, 9,Col,186, 13,254 , 3582 , 35.82,1656232875.4341605 

8,0, 4, 28,Row,67, 10,63 , 2623 , 26.23,1656232879.350482 
8,0, 4, 29,Row,67, 11,176 , 2992 , 29.92,1656232879.350482 
8,0, 4, 30,Row,67, 8,196 , 2244 , 22.44,1656232879.350482 
8,0, 4, 23,Col,67, 15,207 , 4047 , 40.47,1656232879.350482 
8,0, 4, 24,Col,67, 11,165 , 2981 , 29.81,1656232879.350482 
8,0, 4, 25,Col,67, 10,54 , 2614 , 26.14,1656232879.350482 

9,0, 4, 17,Row,197, 1,222 , 478 , 4.78,1656232881.1364996 
