Col	Row	Count	Time
13	0	0	beam_20220609-193645
13	1	500	beam_20220609-193649
13	2	0	beam_20220609-193748
13	3	500	beam_20220609-193752
13	4	500	beam_20220609-193851
13	5	500	beam_20220609-193949
13	6	0	beam_20220609-194048
13	7	500	beam_20220609-194052
13	8	500	beam_20220609-194151
13	9	0	beam_20220609-194250
13	10	500	beam_20220609-194254
13	11	500	beam_20220609-194353
13	12	0	beam_20220609-194452
13	13	0	beam_20220609-194456
13	15	500	beam_20220609-194500
13	16	0	beam_20220609-194559
13	17	500	beam_20220609-194603
13	18	0	beam_20220609-194702
13	19	0	beam_20220609-194706
13	20	500	beam_20220609-194710
13	21	0	beam_20220609-194809
13	22	0	beam_20220609-194813
13	23	0	beam_20220609-194817
13	24	500	beam_20220609-194821
13	25	0	beam_20220609-194920
13	26	0	beam_20220609-194924
13	27	500	beam_20220609-194928
13	28	0	beam_20220609-195027
13	29	500	beam_20220609-195031
13	30	0	beam_20220609-195130
13	31	0	beam_20220609-195134
13	32	500	beam_20220609-195138
13	33	0	beam_20220609-195237
13	34	0	beam_20220609-195241
