Row 	 Counts 
0 	 0 
1 	 10 
2 	 0 
3 	 10 
4 	 10 
5 	 10 
6 	 0 
7 	 10 
8 	 10 
9 	 0 
10 	 0 
11 	 7 
12 	 8 
13 	 10 
14 	 0 
15 	 0 
16 	 10 
17 	 0 
18 	 10 
19 	 10 
20 	 5 
21 	 10 
22 	 0 
23 	 9 
24 	 10 
25 	 10 
26 	 0 
27 	 0 
28 	 10 
29 	 0 
30 	 9 
31 	 10 
32 	 0 
33 	 0 
34 	 10 
