Col	Row	Count	Time
18	0	0	beam_20220512-002210
18	1	0	beam_20220512-002215
18	2	0	beam_20220512-002219
18	3	0	beam_20220512-002223
18	4	0	beam_20220512-002227
18	5	8	beam_20220512-002231
18	6	0	beam_20220512-002241
18	7	0	beam_20220512-002246
18	8	0	beam_20220512-002250
18	9	0	beam_20220512-002254
18	10	0	beam_20220512-002258
18	11	0	beam_20220512-002302
18	12	2	beam_20220512-002306
18	13	0	beam_20220512-002312
18	14	3	beam_20220512-002316
18	15	0	beam_20220512-002323
18	16	0	beam_20220512-002327
18	17	0	beam_20220512-002331
18	19	0	beam_20220512-002335
18	20	0	beam_20220512-002339
18	21	0	beam_20220512-002343
18	22	0	beam_20220512-002347
18	23	0	beam_20220512-002352
18	24	0	beam_20220512-002356
18	25	0	beam_20220512-002400
18	26	0	beam_20220512-002404
18	27	0	beam_20220512-002408
18	28	0	beam_20220512-002412
18	29	0	beam_20220512-002416
18	30	0	beam_20220512-002420
18	31	500	beam_20220512-002425
18	32	0	beam_20220512-003058
18	33	0	beam_20220512-003102
18	34	0	beam_20220512-003106
