,REL,SEC,FRAC,SOUR,SOURSTAT,STAT,READ,VOLTAGE
0,0.0,1657948128.0,0.963814,-10.00003,136,8,-1.287645e-07,-10
1,0.06920538,1657948129.0,0.0330197,-10.00004,136,8,-1.25294e-07,-10
2,0.1384005,1657948129.0,0.102215,-10.00003,136,8,-1.228826e-07,-10
3,0.2076119,1657948129.0,0.171426,-10.00002,136,8,-1.206599e-07,-10
4,0.2768064,1657948129.0,0.240621,-10.00003,136,8,-1.192653e-07,-10
5,0.3460026,1657948129.0,0.309817,-10.00003,136,8,-1.182832e-07,-10
6,0.4152096,1657948129.0,0.379024,-10.00002,136,8,-1.172999e-07,-10
7,0.4843971,1657948129.0,0.448211,-10.00002,136,8,-1.163287e-07,-10
8,0.5535969,1657948129.0,0.517411,-10.00003,136,8,-1.156705e-07,-10
9,0.6227834,1657948129.0,0.586598,-10.00002,136,8,-1.147721e-07,-10
10,0.6919824,1657948129.0,0.655797,-10.00003,136,8,-1.145093e-07,-10
11,0.7611846,1657948129.0,0.724999,-10.00003,136,8,-1.14101e-07,-10
12,0.8303803,1657948129.0,0.794195,-10.00003,136,8,-1.137208e-07,-10
13,0.8995628,1657948129.0,0.863377,-10.00003,136,8,-1.131376e-07,-10
14,0.9687501,1657948129.0,0.932564,-10.00003,136,8,-1.127698e-07,-10
15,1.037942,1657948130.0,0.00175632,-10.00002,136,8,-1.126165e-07,-10
16,1.107132,1657948130.0,0.0709459,-10.00003,136,8,-1.124968e-07,-10
17,1.176336,1657948130.0,0.14015,-10.00003,136,8,-1.11736e-07,-10
18,1.245535,1657948130.0,0.20935,-10.00003,136,8,-1.117192e-07,-10
19,1.314738,1657948130.0,0.278552,-10.00002,136,8,-1.112884e-07,-10
20,1.383932,1657948130.0,0.347747,-10.00003,136,8,-1.113388e-07,-10
21,1.453127,1657948130.0,0.416941,-10.00002,136,8,-1.109458e-07,-10
22,1.52233,1657948130.0,0.486145,-10.00002,136,8,-1.11243e-07,-10
23,1.59152,1657948130.0,0.555335,-10.00002,136,8,-1.10651e-07,-10
24,1.660704,1657948130.0,0.624519,-10.00002,136,8,-1.105088e-07,-10
25,1.729896,1657948130.0,0.69371,-10.00002,136,8,-1.104568e-07,-10
26,1.799105,1657948130.0,0.762919,-10.00002,136,8,-1.105115e-07,-10
27,1.868328,1657948130.0,0.832142,-10.00003,136,8,-1.101432e-07,-10
28,1.93753,1657948130.0,0.901345,-10.00003,136,8,-1.10053e-07,-10
29,2.006748,1657948130.0,0.970563,-10.00003,136,8,-1.098714e-07,-10
30,2.07596,1657948131.0,0.0397747,-10.00003,136,8,-1.098846e-07,-10
31,2.145177,1657948131.0,0.108991,-10.00002,136,8,-1.098294e-07,-10
32,2.214388,1657948131.0,0.178202,-10.00002,136,8,-1.098594e-07,-10
33,2.283605,1657948131.0,0.247419,-10.00003,136,8,-1.097332e-07,-10
34,2.352821,1657948131.0,0.316636,-10.00003,136,8,-1.095539e-07,-10
35,2.422025,1657948131.0,0.385839,-10.00003,136,8,-1.094448e-07,-10
36,2.491248,1657948131.0,0.455063,-10.00003,136,8,-1.093806e-07,-10
37,2.560459,1657948131.0,0.524274,-10.00003,136,8,-1.091963e-07,-10
38,2.629669,1657948131.0,0.593483,-10.00002,136,8,-1.092343e-07,-10
39,2.698881,1657948131.0,0.662695,-10.00003,136,8,-1.089211e-07,-10
40,2.768093,1657948131.0,0.731908,-10.00002,136,8,-1.090206e-07,-10
41,2.837283,1657948131.0,0.801098,-10.00002,136,8,-1.090107e-07,-10
42,2.906482,1657948131.0,0.870296,-10.00002,136,8,-1.089083e-07,-10
43,2.975668,1657948131.0,0.939483,-10.00002,136,8,-1.0876e-07,-10
44,3.044861,1657948132.0,0.0086758,-10.00002,136,8,-1.088441e-07,-10
45,3.114063,1657948132.0,0.0778773,-10.00003,136,8,-1.087723e-07,-10
46,3.183275,1657948132.0,0.14709,-10.00004,136,8,-1.08816e-07,-10
47,3.252486,1657948132.0,0.2163,-10.00003,136,8,-1.085449e-07,-10
48,3.321695,1657948132.0,0.28551,-10.00003,136,8,-1.08408e-07,-10
49,3.390893,1657948132.0,0.354707,-10.00002,136,8,-1.08632e-07,-10
50,3.460079,1657948132.0,0.423893,-10.00003,136,8,-1.085028e-07,-10
51,3.529279,1657948132.0,0.493093,-10.00003,136,8,-1.084095e-07,-10
52,3.598471,1657948132.0,0.562285,-10.00002,136,8,-1.083293e-07,-10
53,3.667662,1657948132.0,0.631476,-10.00003,136,8,-1.082912e-07,-10
54,3.736854,1657948132.0,0.700669,-10.00003,136,8,-1.0831e-07,-10
55,3.806048,1657948132.0,0.769862,-10.00002,136,8,-1.08213e-07,-10
56,3.87524,1657948132.0,0.839055,-10.00002,136,8,-1.08148e-07,-10
57,3.94443,1657948132.0,0.908244,-10.00003,136,8,-1.079949e-07,-10
58,4.013647,1657948132.0,0.977461,-10.00003,136,8,-1.081188e-07,-10
59,4.082839,1657948133.0,0.0466531,-10.00004,136,8,-1.079563e-07,-10
60,4.152024,1657948133.0,0.115839,-10.00003,136,8,-1.080287e-07,-10
61,4.221213,1657948133.0,0.185027,-10.00002,136,8,-1.078938e-07,-10
62,4.290411,1657948133.0,0.254226,-10.00003,136,8,-1.078455e-07,-10
63,4.359594,1657948133.0,0.323408,-10.00003,136,8,-1.078108e-07,-10
64,4.428782,1657948133.0,0.392596,-10.00003,136,8,-1.079349e-07,-10
65,4.497982,1657948133.0,0.461796,-10.00003,136,8,-1.077879e-07,-10
66,4.567184,1657948133.0,0.530998,-10.00002,136,8,-1.077095e-07,-10
67,4.636394,1657948133.0,0.600208,-10.00002,136,8,-1.07808e-07,-10
68,4.705581,1657948133.0,0.669396,-10.00001,136,8,-1.075982e-07,-10
69,4.774769,1657948133.0,0.738584,-10.00002,136,8,-1.076775e-07,-10
70,4.843958,1657948133.0,0.807772,-10.00001,136,8,-1.077171e-07,-10
