,REL,SEC,FRAC,SOUR,SOURSTAT,STAT,READ,VOLTAGE
0,0.0,1657948039.0,0.190893,-49.99872,136,8,-5.201767e-07,-50
1,0.2221741,1657948039.0,0.413067,-49.99844,136,8,-4.868813e-07,-50
2,0.2913922,1657948039.0,0.482285,-49.99827,136,8,-4.815983e-07,-50
3,0.3606091,1657948039.0,0.551502,-49.99821,136,8,-4.794671e-07,-50
4,0.4298216,1657948039.0,0.620715,-49.9982,136,8,-4.778703e-07,-50
5,0.4990421,1657948039.0,0.689935,-49.99815,136,8,-4.743771e-07,-50
6,0.5682708,1657948039.0,0.759164,-49.99819,136,8,-4.704109e-07,-50
7,0.6374757,1657948039.0,0.828369,-49.99828,136,8,-4.700968e-07,-50
8,0.7066966,1657948039.0,0.89759,-49.99821,136,8,-4.678921e-07,-50
9,0.7759221,1657948039.0,0.966815,-49.99825,136,8,-4.66224e-07,-50
10,0.845153,1657948040.0,0.0360459,-49.99819,136,8,-4.665616e-07,-50
11,0.9143801,1657948040.0,0.105273,-49.99817,136,8,-4.660207e-07,-50
12,0.9836032,1657948040.0,0.174496,-49.99831,136,8,-4.644068e-07,-50
13,1.052836,1657948040.0,0.243729,-49.99815,136,8,-4.654034e-07,-50
14,1.122066,1657948040.0,0.312959,-49.99814,136,8,-4.634944e-07,-50
15,1.191283,1657948040.0,0.382176,-49.99818,136,8,-4.617119e-07,-50
16,1.260504,1657948040.0,0.451396,-49.99816,136,8,-4.634458e-07,-50
17,1.329712,1657948040.0,0.520604,-49.9982,136,8,-4.599154e-07,-50
18,1.398912,1657948040.0,0.589805,-49.99823,136,8,-4.599875e-07,-50
19,1.468122,1657948040.0,0.659015,-49.99831,136,8,-4.617401e-07,-50
20,1.537336,1657948040.0,0.728229,-49.9983,136,8,-4.609628e-07,-50
21,1.606542,1657948040.0,0.797435,-49.99825,136,8,-4.607796e-07,-50
22,1.675749,1657948040.0,0.866642,-49.99824,136,8,-4.604243e-07,-50
23,1.744952,1657948040.0,0.935845,-49.99823,136,8,-4.617002e-07,-50
24,1.814162,1657948041.0,0.00505502,-49.99827,136,8,-4.596809e-07,-50
25,1.88337,1657948041.0,0.0742625,-49.99827,136,8,-4.570368e-07,-50
26,1.952577,1657948041.0,0.14347,-49.99827,136,8,-4.563558e-07,-50
27,2.02179,1657948041.0,0.212683,-49.99825,136,8,-4.577952e-07,-50
28,2.090991,1657948041.0,0.281884,-49.99819,136,8,-4.579031e-07,-50
29,2.160206,1657948041.0,0.351099,-49.99822,136,8,-4.592134e-07,-50
30,2.229428,1657948041.0,0.420321,-49.99831,136,8,-4.57048e-07,-50
31,2.298628,1657948041.0,0.489521,-49.9982,136,8,-4.566031e-07,-50
32,2.367864,1657948041.0,0.558757,-49.99816,136,8,-4.573252e-07,-50
33,2.437063,1657948041.0,0.627956,-49.99824,136,8,-4.564652e-07,-50
34,2.506276,1657948041.0,0.697169,-49.99825,136,8,-4.548645e-07,-50
35,2.575494,1657948041.0,0.766387,-49.99831,136,8,-4.556873e-07,-50
36,2.644694,1657948041.0,0.835586,-49.99827,136,8,-4.558183e-07,-50
37,2.71392,1657948041.0,0.904813,-49.99821,136,8,-4.557422e-07,-50
38,2.783139,1657948041.0,0.974032,-49.9982,136,8,-4.56307e-07,-50
39,2.852348,1657948042.0,0.043241,-49.99829,136,8,-4.562801e-07,-50
40,2.921571,1657948042.0,0.112464,-49.99825,136,8,-4.539843e-07,-50
41,2.990811,1657948042.0,0.181704,-49.99819,136,8,-4.543204e-07,-50
42,3.060019,1657948042.0,0.250912,-49.99824,136,8,-4.526411e-07,-50
43,3.129241,1657948042.0,0.320134,-49.99821,136,8,-4.536562e-07,-50
44,3.19848,1657948042.0,0.389373,-49.99818,136,8,-4.544899e-07,-50
45,3.267717,1657948042.0,0.45861,-49.99819,136,8,-4.528234e-07,-50
46,3.336934,1657948042.0,0.527827,-49.99831,136,8,-4.547531e-07,-50
47,3.406169,1657948042.0,0.597062,-49.99826,136,8,-4.562069e-07,-50
48,3.475409,1657948042.0,0.666302,-49.99825,136,8,-4.539801e-07,-50
49,3.544607,1657948042.0,0.7355,-49.99825,136,8,-4.52906e-07,-50
50,3.613843,1657948042.0,0.804736,-49.99823,136,8,-4.54219e-07,-50
51,3.683081,1657948042.0,0.873974,-49.99813,136,8,-4.518023e-07,-50
52,3.752306,1657948042.0,0.943199,-49.99817,136,8,-4.534037e-07,-50
53,3.821542,1657948043.0,0.0124351,-49.9981,136,8,-4.534509e-07,-50
54,3.890767,1657948043.0,0.0816603,-49.99815,136,8,-4.533059e-07,-50
55,3.959996,1657948043.0,0.150889,-49.99822,136,8,-4.543498e-07,-50
56,4.029229,1657948043.0,0.220122,-49.99816,136,8,-4.537852e-07,-50
57,4.098448,1657948043.0,0.289341,-49.99824,136,8,-4.536456e-07,-50
58,4.167672,1657948043.0,0.358565,-49.99819,136,8,-4.528307e-07,-50
59,4.2369,1657948043.0,0.427793,-49.9982,136,8,-4.544873e-07,-50
60,4.30614,1657948043.0,0.497033,-49.99808,136,8,-4.517641e-07,-50
61,4.37536,1657948043.0,0.566253,-49.99809,136,8,-4.524354e-07,-50
62,4.444591,1657948043.0,0.635483,-49.99812,136,8,-4.526803e-07,-50
63,4.513827,1657948043.0,0.70472,-49.99821,136,8,-4.523132e-07,-50
64,4.583055,1657948043.0,0.773948,-49.99816,136,8,-4.54035e-07,-50
65,4.652275,1657948043.0,0.843168,-49.99823,136,8,-4.546584e-07,-50
66,4.721504,1657948043.0,0.912397,-49.99821,136,8,-4.518641e-07,-50
67,4.790724,1657948043.0,0.981617,-49.99811,136,8,-4.525927e-07,-50
68,4.859951,1657948044.0,0.0508439,-49.9981,136,8,-4.530291e-07,-50
69,4.929157,1657948044.0,0.12005,-49.99823,136,8,-4.514167e-07,-50
70,4.998354,1657948044.0,0.189247,-49.99823,136,8,-4.529452e-07,-50
71,5.067591,1657948044.0,0.258484,-49.99811,136,8,-4.523329e-07,-50
72,5.13679,1657948044.0,0.327683,-49.9981,136,8,-4.513134e-07,-50
73,5.206022,1657948044.0,0.396915,-49.99812,136,8,-4.533302e-07,-50
74,5.27523,1657948044.0,0.466123,-49.99825,136,8,-4.523854e-07,-50
75,5.344477,1657948044.0,0.535369,-49.99812,136,8,-4.510556e-07,-50
76,5.413712,1657948044.0,0.604605,-49.99817,136,8,-4.511323e-07,-50
77,5.48295,1657948044.0,0.673843,-49.99817,136,8,-4.534478e-07,-50
78,5.552168,1657948044.0,0.743061,-49.99819,136,8,-4.531607e-07,-50
79,5.621392,1657948044.0,0.812285,-49.99816,136,8,-4.50788e-07,-50
80,5.690616,1657948044.0,0.881509,-49.99817,136,8,-4.504713e-07,-50
81,5.759821,1657948044.0,0.950714,-49.99813,136,8,-4.516339e-07,-50
82,5.829054,1657948045.0,0.0199469,-49.99815,136,8,-4.514844e-07,-50
83,5.898272,1657948045.0,0.0891648,-49.99823,136,8,-4.488157e-07,-50
84,5.967512,1657948045.0,0.158405,-49.99824,136,8,-4.490837e-07,-50
85,6.036732,1657948045.0,0.227625,-49.99819,136,8,-4.51865e-07,-50
86,6.105955,1657948045.0,0.296848,-49.99819,136,8,-4.514742e-07,-50
87,6.175188,1657948045.0,0.366081,-49.99809,136,8,-4.516557e-07,-50
88,6.244416,1657948045.0,0.435309,-49.99818,136,8,-4.510208e-07,-50
89,6.31365,1657948045.0,0.504543,-49.99808,136,8,-4.503453e-07,-50
90,6.382869,1657948045.0,0.573762,-49.99807,136,8,-4.500366e-07,-50
91,6.4521,1657948045.0,0.642993,-49.9982,136,8,-4.502231e-07,-50
