,REL,SEC,FRAC,SOUR,SOURSTAT,STAT,READ,VOLTAGE
0,0.0,1657948399.0,0.893133,-90.00067,136,8,-5.723574e-07,-90
1,0.2221543,1657948400.0,0.115287,-90.00036,136,8,-5.22772e-07,-90
2,0.2913729,1657948400.0,0.184506,-90.00023,136,8,-5.086156e-07,-90
3,0.3606,1657948400.0,0.253733,-90.00027,136,8,-5.006183e-07,-90
4,0.4298066,1657948400.0,0.32294,-90.00026,136,8,-4.948083e-07,-90
5,0.4990232,1657948400.0,0.392156,-90.00024,136,8,-4.907856e-07,-90
6,0.5682378,1657948400.0,0.461371,-90.00034,136,8,-4.879916e-07,-90
7,0.6374654,1657948400.0,0.530599,-90.00034,136,8,-4.858588e-07,-90
8,0.706683,1657948400.0,0.599816,-90.00039,136,8,-4.811896e-07,-90
9,0.7758912,1657948400.0,0.669024,-90.00031,136,8,-4.798847e-07,-90
10,0.8451162,1657948400.0,0.738249,-90.00031,136,8,-4.766374e-07,-90
11,0.9143371,1657948400.0,0.80747,-90.00027,136,8,-4.753169e-07,-90
12,0.9835525,1657948400.0,0.876686,-90.00031,136,8,-4.739466e-07,-90
13,1.05277,1657948400.0,0.945903,-90.00031,136,8,-4.707108e-07,-90
14,1.121959,1657948401.0,0.0150926,-90.00014,136,8,-4.719609e-07,-90
15,1.191178,1657948401.0,0.0843116,-90.00027,136,8,-4.696502e-07,-90
16,1.260379,1657948401.0,0.153513,-90.00026,136,8,-4.701432e-07,-90
17,1.329605,1657948401.0,0.222738,-90.0002,136,8,-4.689421e-07,-90
18,1.39881,1657948401.0,0.291943,-90.00039,136,8,-4.676328e-07,-90
19,1.468019,1657948401.0,0.361153,-90.00034,136,8,-4.658098e-07,-90
20,1.537238,1657948401.0,0.430371,-90.00034,136,8,-4.673905e-07,-90
21,1.606461,1657948401.0,0.499594,-90.00027,136,8,-4.653434e-07,-90
22,1.67567,1657948401.0,0.568803,-90.00023,136,8,-4.634866e-07,-90
23,1.744891,1657948401.0,0.638024,-90.00027,136,8,-4.64678e-07,-90
