,REL,SEC,FRAC,SOUR,SOURSTAT,STAT,READ,VOLTAGE
0,0.0,1657947977.0,0.210918,-49.99881,136,8,-5.205279e-07,-50
1,0.222175,1657947977.0,0.433093,-49.99833,136,8,-4.90971e-07,-50
2,0.2913988,1657947977.0,0.502317,-49.99818,136,8,-4.881212e-07,-50
3,0.3606158,1657947977.0,0.571534,-49.99825,136,8,-4.828872e-07,-50
4,0.4298487,1657947977.0,0.640767,-49.99817,136,8,-4.796518e-07,-50
5,0.4990475,1657947977.0,0.709965,-49.99824,136,8,-4.76205e-07,-50
6,0.5682297,1657947977.0,0.779148,-49.99816,136,8,-4.743198e-07,-50
7,0.6374294,1657947977.0,0.848347,-49.99822,136,8,-4.748306e-07,-50
8,0.7066666,1657947977.0,0.917584,-49.99812,136,8,-4.7577e-07,-50
9,0.7759127,1657947977.0,0.986831,-49.99815,136,8,-4.729976e-07,-50
10,0.8451205,1657947978.0,0.0560383,-49.99824,136,8,-4.7063e-07,-50
11,0.9143223,1657947978.0,0.12524,-49.99817,136,8,-4.699157e-07,-50
12,0.9835296,1657947978.0,0.194447,-49.99825,136,8,-4.682495e-07,-50
13,1.052743,1657947978.0,0.263661,-49.99825,136,8,-4.680801e-07,-50
14,1.121949,1657947978.0,0.332866,-49.99826,136,8,-4.675807e-07,-50
15,1.191149,1657947978.0,0.402066,-49.99823,136,8,-4.675766e-07,-50
16,1.260367,1657947978.0,0.471284,-49.99822,136,8,-4.660781e-07,-50
17,1.329583,1657947978.0,0.540501,-49.99831,136,8,-4.66685e-07,-50
18,1.398818,1657947978.0,0.609736,-49.9982,136,8,-4.675608e-07,-50
19,1.468045,1657947978.0,0.678963,-49.99815,136,8,-4.641591e-07,-50
20,1.537259,1657947978.0,0.748177,-49.99816,136,8,-4.640024e-07,-50
21,1.606498,1657947978.0,0.817416,-49.99816,136,8,-4.648573e-07,-50
22,1.67571,1657947978.0,0.886627,-49.99824,136,8,-4.645179e-07,-50
23,1.74492,1657947978.0,0.955838,-49.9983,136,8,-4.622761e-07,-50
24,1.814133,1657947979.0,0.0250509,-49.99831,136,8,-4.626916e-07,-50
25,1.883353,1657947979.0,0.0942711,-49.99817,136,8,-4.629353e-07,-50
26,1.952554,1657947979.0,0.163472,-49.99823,136,8,-4.628579e-07,-50
27,2.021773,1657947979.0,0.232691,-49.99831,136,8,-4.610187e-07,-50
28,2.090987,1657947979.0,0.301904,-49.99823,136,8,-4.596259e-07,-50
29,2.160221,1657947979.0,0.371139,-49.99821,136,8,-4.618666e-07,-50
30,2.229423,1657947979.0,0.440341,-49.9983,136,8,-4.614431e-07,-50
31,2.298633,1657947979.0,0.509551,-49.9983,136,8,-4.615881e-07,-50
32,2.367845,1657947979.0,0.578763,-49.99826,136,8,-4.605981e-07,-50
33,2.437077,1657947979.0,0.647995,-49.99814,136,8,-4.584006e-07,-50
34,2.506287,1657947979.0,0.717205,-49.99826,136,8,-4.605838e-07,-50
35,2.575503,1657947979.0,0.78642,-49.99823,136,8,-4.615341e-07,-50
36,2.644721,1657947979.0,0.855639,-49.99821,136,8,-4.580775e-07,-50
37,2.713921,1657947979.0,0.924839,-49.99827,136,8,-4.597511e-07,-50
38,2.783138,1657947979.0,0.994056,-49.99834,136,8,-4.585064e-07,-50
39,2.85235,1657947980.0,0.0632675,-49.99824,136,8,-4.575774e-07,-50
40,2.921556,1657947980.0,0.132473,-49.99823,136,8,-4.582232e-07,-50
41,2.990754,1657947980.0,0.201672,-49.99826,136,8,-4.598061e-07,-50
42,3.059957,1657947980.0,0.270875,-49.99826,136,8,-4.585136e-07,-50
43,3.12916,1657947980.0,0.340077,-49.99834,136,8,-4.575114e-07,-50
44,3.198365,1657947980.0,0.409283,-49.99821,136,8,-4.568243e-07,-50
45,3.267577,1657947980.0,0.478495,-49.99825,136,8,-4.574814e-07,-50
46,3.336793,1657947980.0,0.547711,-49.99831,136,8,-4.584201e-07,-50
47,3.406002,1657947980.0,0.616919,-49.9984,136,8,-4.577535e-07,-50
48,3.475203,1657947980.0,0.686121,-49.99832,136,8,-4.565258e-07,-50
49,3.544406,1657947980.0,0.755324,-49.99833,136,8,-4.5822e-07,-50
50,3.613614,1657947980.0,0.824532,-49.99833,136,8,-4.569643e-07,-50
51,3.682831,1657947980.0,0.893749,-49.99831,136,8,-4.561601e-07,-50
52,3.752035,1657947980.0,0.962953,-49.99829,136,8,-4.546563e-07,-50
53,3.821248,1657947981.0,0.0321663,-49.99832,136,8,-4.591154e-07,-50
54,3.890457,1657947981.0,0.101374,-49.99826,136,8,-4.557678e-07,-50
55,3.959659,1657947981.0,0.170576,-49.99832,136,8,-4.559971e-07,-50
56,4.028885,1657947981.0,0.239803,-49.99828,136,8,-4.587837e-07,-50
57,4.098095,1657947981.0,0.309013,-49.99824,136,8,-4.580674e-07,-50
58,4.167312,1657947981.0,0.37823,-49.99828,136,8,-4.535123e-07,-50
59,4.23653,1657947981.0,0.447448,-49.99821,136,8,-4.558712e-07,-50
60,4.305729,1657947981.0,0.516647,-49.99826,136,8,-4.576645e-07,-50
61,4.374928,1657947981.0,0.585846,-49.99826,136,8,-4.572727e-07,-50
62,4.444126,1657947981.0,0.655044,-49.99816,136,8,-4.560125e-07,-50
63,4.513328,1657947981.0,0.724246,-49.99821,136,8,-4.554837e-07,-50
64,4.582541,1657947981.0,0.793459,-49.99825,136,8,-4.55927e-07,-50
65,4.651744,1657947981.0,0.862662,-49.99821,136,8,-4.55781e-07,-50
66,4.720957,1657947981.0,0.931875,-49.99828,136,8,-4.56026e-07,-50
67,4.790173,1657947982.0,0.00109066,-49.9982,136,8,-4.541204e-07,-50
68,4.859373,1657947982.0,0.0702913,-49.9982,136,8,-4.553861e-07,-50
69,4.928589,1657947982.0,0.139507,-49.99829,136,8,-4.559502e-07,-50
