,REL,SEC,FRAC,SOUR,SOURSTAT,STAT,READ,VOLTAGE
0,0.0,1657950355.0,0.187051,-30.00074,136,8,-5.053051e-07,-30
1,0.2221615,1657950355.0,0.409213,-30.00032,136,8,-4.743365e-07,-30
2,0.2913762,1657950355.0,0.478427,-30.00013,136,8,-4.658519e-07,-30
3,0.3605756,1657950355.0,0.547627,-30.00022,136,8,-4.639163e-07,-30
4,0.4297795,1657950355.0,0.616831,-30.00023,136,8,-4.601258e-07,-30
5,0.4989903,1657950355.0,0.686041,-30.00024,136,8,-4.57594e-07,-30
6,0.5681959,1657950355.0,0.755247,-30.00023,136,8,-4.55566e-07,-30
7,0.6374093,1657950355.0,0.82446,-30.00022,136,8,-4.530977e-07,-30
8,0.7066345,1657950355.0,0.893685,-30.00024,136,8,-4.52647e-07,-30
9,0.7758374,1657950355.0,0.962888,-30.00008,136,8,-4.506275e-07,-30
10,0.8450553,1657950356.0,0.0321063,-30.00018,136,8,-4.504846e-07,-30
11,0.9142661,1657950356.0,0.101317,-30.00022,136,8,-4.502815e-07,-30
12,0.9834692,1657950356.0,0.17052,-30.00017,136,8,-4.483672e-07,-30
13,1.052695,1657950356.0,0.239746,-30.00019,136,8,-4.468667e-07,-30
14,1.121912,1657950356.0,0.308963,-30.00012,136,8,-4.465913e-07,-30
15,1.191112,1657950356.0,0.378163,-30.00021,136,8,-4.464576e-07,-30
16,1.260312,1657950356.0,0.447363,-30.00012,136,8,-4.445707e-07,-30
17,1.329516,1657950356.0,0.516567,-30.00018,136,8,-4.452423e-07,-30
18,1.398732,1657950356.0,0.585783,-30.0002,136,8,-4.44359e-07,-30
19,1.467949,1657950356.0,0.655,-30.0003,136,8,-4.428135e-07,-30
20,1.537157,1657950356.0,0.724208,-30.00034,136,8,-4.416663e-07,-30
21,1.606378,1657950356.0,0.793429,-30.00025,136,8,-4.426533e-07,-30
22,1.675596,1657950356.0,0.862647,-30.00019,136,8,-4.417136e-07,-30
23,1.74481,1657950356.0,0.931861,-30.00019,136,8,-4.41628e-07,-30
24,1.814029,1657950357.0,0.00108006,-30.00008,136,8,-4.402622e-07,-30
25,1.88324,1657950357.0,0.070291,-30.00022,136,8,-4.417287e-07,-30
26,1.952453,1657950357.0,0.139504,-30.00022,136,8,-4.420642e-07,-30
27,2.021671,1657950357.0,0.208722,-30.00018,136,8,-4.404677e-07,-30
28,2.090877,1657950357.0,0.277928,-30.0002,136,8,-4.419008e-07,-30
29,2.160093,1657950357.0,0.347144,-30.00016,136,8,-4.409283e-07,-30
30,2.229301,1657950357.0,0.416352,-30.00019,136,8,-4.394066e-07,-30
31,2.298518,1657950357.0,0.485569,-30.00031,136,8,-4.399832e-07,-30
32,2.367737,1657950357.0,0.554788,-30.00019,136,8,-4.405881e-07,-30
33,2.436954,1657950357.0,0.624005,-30.00022,136,8,-4.374872e-07,-30
34,2.506172,1657950357.0,0.693223,-30.00015,136,8,-4.396117e-07,-30
35,2.575391,1657950357.0,0.762442,-30.0002,136,8,-4.399052e-07,-30
36,2.644594,1657950357.0,0.831645,-30.00019,136,8,-4.386508e-07,-30
37,2.713799,1657950357.0,0.90085,-30.00016,136,8,-4.390479e-07,-30
38,2.783015,1657950357.0,0.970066,-30.00025,136,8,-4.390191e-07,-30
39,2.852223,1657950358.0,0.0392742,-30.00025,136,8,-4.372827e-07,-30
40,2.921425,1657950358.0,0.108476,-30.00022,136,8,-4.382188e-07,-30
41,2.990648,1657950358.0,0.177699,-30.00014,136,8,-4.37349e-07,-30
42,3.059853,1657950358.0,0.246904,-30.00023,136,8,-4.385967e-07,-30
43,3.129074,1657950358.0,0.316125,-30.0002,136,8,-4.36035e-07,-30
44,3.198286,1657950358.0,0.385337,-30.00027,136,8,-4.381498e-07,-30
45,3.267494,1657950358.0,0.454545,-30.00022,136,8,-4.353359e-07,-30
46,3.336705,1657950358.0,0.523756,-30.0002,136,8,-4.360189e-07,-30
47,3.405906,1657950358.0,0.592957,-30.00019,136,8,-4.36471e-07,-30
48,3.475119,1657950358.0,0.66217,-30.00023,136,8,-4.360666e-07,-30
49,3.544328,1657950358.0,0.731379,-30.00019,136,8,-4.355545e-07,-30
50,3.61353,1657950358.0,0.800581,-30.00028,136,8,-4.360388e-07,-30
51,3.682748,1657950358.0,0.869799,-30.00022,136,8,-4.358081e-07,-30
52,3.751953,1657950358.0,0.939004,-30.00025,136,8,-4.361002e-07,-30
53,3.821177,1657950359.0,0.00822778,-30.0002,136,8,-4.370748e-07,-30
54,3.89039,1657950359.0,0.0774415,-30.00018,136,8,-4.375811e-07,-30
55,3.959607,1657950359.0,0.146658,-30.00019,136,8,-4.358542e-07,-30
56,4.028811,1657950359.0,0.215862,-30.00022,136,8,-4.368648e-07,-30
57,4.098015,1657950359.0,0.285066,-30.00019,136,8,-4.359604e-07,-30
58,4.167233,1657950359.0,0.354284,-30.00032,136,8,-4.349312e-07,-30
59,4.236453,1657950359.0,0.423504,-30.0001,136,8,-4.335759e-07,-30
60,4.305678,1657950359.0,0.492729,-30.00018,136,8,-4.350086e-07,-30
61,4.374898,1657950359.0,0.561949,-30.00021,136,8,-4.35818e-07,-30
62,4.44411,1657950359.0,0.631161,-30.00017,136,8,-4.355752e-07,-30
63,4.51332,1657950359.0,0.700371,-30.00028,136,8,-4.337414e-07,-30
64,4.582531,1657950359.0,0.769582,-30.0002,136,8,-4.349068e-07,-30
65,4.651759,1657950359.0,0.83881,-30.00027,136,8,-4.340683e-07,-30
66,4.720968,1657950359.0,0.908019,-30.00031,136,8,-4.33823e-07,-30
67,4.790186,1657950359.0,0.977237,-30.00023,136,8,-4.341059e-07,-30
68,4.859412,1657950360.0,0.0464625,-30.00019,136,8,-4.339903e-07,-30
69,4.928617,1657950360.0,0.115668,-30.00023,136,8,-4.341877e-07,-30
70,4.99783,1657950360.0,0.184881,-30.0003,136,8,-4.318785e-07,-30
71,5.06704,1657950360.0,0.254091,-30.00032,136,8,-4.338231e-07,-30
72,5.136255,1657950360.0,0.323306,-30.00031,136,8,-4.331191e-07,-30
73,5.205467,1657950360.0,0.392518,-30.00028,136,8,-4.332367e-07,-30
74,5.274692,1657950360.0,0.461743,-30.00024,136,8,-4.350873e-07,-30
75,5.343904,1657950360.0,0.530955,-30.00019,136,8,-4.327255e-07,-30
76,5.413122,1657950360.0,0.600173,-30.00023,136,8,-4.318647e-07,-30
77,5.482336,1657950360.0,0.669387,-30.00022,136,8,-4.339643e-07,-30
78,5.551544,1657950360.0,0.738595,-30.00025,136,8,-4.327769e-07,-30
79,5.620768,1657950360.0,0.807819,-30.00017,136,8,-4.318058e-07,-30
80,5.689984,1657950360.0,0.877035,-30.00028,136,8,-4.33454e-07,-30
81,5.759197,1657950360.0,0.946248,-30.00018,136,8,-4.335687e-07,-30
82,5.828398,1657950361.0,0.0154488,-30.00012,136,8,-4.323023e-07,-30
83,5.89761,1657950361.0,0.0846608,-30.00018,136,8,-4.355161e-07,-30
84,5.966811,1657950361.0,0.153862,-30.0002,136,8,-4.32283e-07,-30
85,6.036027,1657950361.0,0.223078,-30.00014,136,8,-4.328457e-07,-30
86,6.105234,1657950361.0,0.292285,-30.00028,136,8,-4.318543e-07,-30
87,6.174448,1657950361.0,0.361499,-30.00016,136,8,-4.317435e-07,-30
88,6.243672,1657950361.0,0.430723,-30.00028,136,8,-4.329826e-07,-30
89,6.312877,1657950361.0,0.499928,-30.00023,136,8,-4.312014e-07,-30
90,6.382081,1657950361.0,0.569132,-30.00031,136,8,-4.325794e-07,-30
91,6.45129,1657950361.0,0.638341,-30.00024,136,8,-4.316779e-07,-30
92,6.520503,1657950361.0,0.707554,-30.00019,136,8,-4.318003e-07,-30
93,6.589712,1657950361.0,0.776763,-30.00024,136,8,-4.333624e-07,-30
94,6.658918,1657950361.0,0.845969,-30.00023,136,8,-4.324027e-07,-30
95,6.728132,1657950361.0,0.915183,-30.00036,136,8,-4.324116e-07,-30
96,6.797334,1657950361.0,0.984385,-30.00029,136,8,-4.319075e-07,-30
97,6.866539,1657950362.0,0.0535904,-30.00026,136,8,-4.310271e-07,-30
98,6.935754,1657950362.0,0.122805,-30.00028,136,8,-4.315597e-07,-30
99,7.004958,1657950362.0,0.192009,-30.00032,136,8,-4.302787e-07,-30
100,7.07416,1657950362.0,0.261211,-30.0003,136,8,-4.319286e-07,-30
101,7.143361,1657950362.0,0.330412,-30.00023,136,8,-4.306291e-07,-30
102,7.212589,1657950362.0,0.39964,-30.00025,136,8,-4.292679e-07,-30
103,7.281792,1657950362.0,0.468843,-30.00028,136,8,-4.322634e-07,-30
104,7.350996,1657950362.0,0.538047,-30.00029,136,8,-4.311415e-07,-30
105,7.420216,1657950362.0,0.607267,-30.00016,136,8,-4.290742e-07,-30
106,7.489437,1657950362.0,0.676488,-30.00026,136,8,-4.302266e-07,-30
107,7.558645,1657950362.0,0.745696,-30.0002,136,8,-4.310251e-07,-30
108,7.627852,1657950362.0,0.814903,-30.0002,136,8,-4.325603e-07,-30
109,7.697066,1657950362.0,0.884117,-30.00027,136,8,-4.313681e-07,-30
110,7.766275,1657950362.0,0.953326,-30.00033,136,8,-4.303813e-07,-30
111,7.835479,1657950363.0,0.0225296,-30.00031,136,8,-4.306513e-07,-30
112,7.904707,1657950363.0,0.0917575,-30.00035,136,8,-4.301154e-07,-30
113,7.973915,1657950363.0,0.160966,-30.00029,136,8,-4.315406e-07,-30
114,8.04313,1657950363.0,0.230181,-30.00034,136,8,-4.300126e-07,-30
115,8.11234,1657950363.0,0.299391,-30.00031,136,8,-4.310101e-07,-30
116,8.181547,1657950363.0,0.368598,-30.00028,136,8,-4.323076e-07,-30
117,8.250777,1657950363.0,0.437828,-30.00029,136,8,-4.298997e-07,-30
118,8.319998,1657950363.0,0.507049,-30.00032,136,8,-4.300566e-07,-30
119,8.389212,1657950363.0,0.576262,-30.00034,136,8,-4.297117e-07,-30
120,8.458414,1657950363.0,0.645465,-30.00024,136,8,-4.288621e-07,-30
121,8.527616,1657950363.0,0.714667,-30.00023,136,8,-4.294494e-07,-30
122,8.596827,1657950363.0,0.783878,-30.00028,136,8,-4.30894e-07,-30
123,8.666035,1657950363.0,0.853086,-30.00021,136,8,-4.322689e-07,-30
124,8.735237,1657950363.0,0.922288,-30.00026,136,8,-4.315371e-07,-30
125,8.804453,1657950363.0,0.991504,-30.00037,136,8,-4.312275e-07,-30
126,8.873668,1657950364.0,0.0607192,-30.00035,136,8,-4.304858e-07,-30
127,8.942883,1657950364.0,0.129934,-30.00026,136,8,-4.292624e-07,-30
128,9.012082,1657950364.0,0.199133,-30.00028,136,8,-4.315536e-07,-30
129,9.081293,1657950364.0,0.268344,-30.0003,136,8,-4.29123e-07,-30
130,9.1505,1657950364.0,0.337551,-30.00029,136,8,-4.304373e-07,-30
131,9.219713,1657950364.0,0.406764,-30.00035,136,8,-4.305708e-07,-30
132,9.288924,1657950364.0,0.475975,-30.0002,136,8,-4.31208e-07,-30
