,REL,SEC,FRAC,SOUR,SOURSTAT,STAT,READ,VOLTAGE
0,0.0,1657948485.0,0.477885,-129.9994,136,8,-6.076818e-07,-130
1,0.2222148,1657948485.0,0.7001,-129.9989,136,8,-5.616926e-07,-130
2,0.2914428,1657948485.0,0.769328,-129.999,136,8,-5.366334e-07,-130
3,0.3606683,1657948485.0,0.838553,-129.9991,136,8,-5.320692e-07,-130
4,0.4298845,1657948485.0,0.907769,-129.999,136,8,-5.264245e-07,-130
5,0.4991194,1657948485.0,0.977004,-129.9989,136,8,-5.19717e-07,-130
6,0.5683463,1657948486.0,0.0462312,-129.999,136,8,-5.152872e-07,-130
7,0.6375814,1657948486.0,0.115466,-129.9989,136,8,-5.126699e-07,-130
8,0.7067878,1657948486.0,0.184673,-129.9989,136,8,-5.108615e-07,-130
9,0.7759951,1657948486.0,0.25388,-129.9989,136,8,-5.0864e-07,-130
10,0.8452105,1657948486.0,0.323095,-129.999,136,8,-5.056201e-07,-130
11,0.9144316,1657948486.0,0.392317,-129.9991,136,8,-5.032858e-07,-130
12,0.9836591,1657948486.0,0.461544,-129.999,136,8,-5.023604e-07,-130
13,1.052882,1657948486.0,0.530767,-129.999,136,8,-4.997691e-07,-130
14,1.122101,1657948486.0,0.599986,-129.999,136,8,-4.976208e-07,-130
15,1.191327,1657948486.0,0.669212,-129.9989,136,8,-4.996944e-07,-130
16,1.260551,1657948486.0,0.738436,-129.9991,136,8,-4.940608e-07,-130
17,1.32975,1657948486.0,0.807634,-129.9988,136,8,-4.961681e-07,-130
18,1.398984,1657948486.0,0.876869,-129.999,136,8,-4.933686e-07,-130
19,1.468203,1657948486.0,0.946088,-129.999,136,8,-4.916841e-07,-130
20,1.537428,1657948487.0,0.015313,-129.999,136,8,-4.925746e-07,-130
21,1.606666,1657948487.0,0.0845508,-129.999,136,8,-4.911442e-07,-130
22,1.675879,1657948487.0,0.153764,-129.999,136,8,-4.900668e-07,-130
23,1.745101,1657948487.0,0.222986,-129.999,136,8,-4.896029e-07,-130
24,1.81433,1657948487.0,0.292215,-129.999,136,8,-4.879895e-07,-130
25,1.883562,1657948487.0,0.361447,-129.9989,136,8,-4.882658e-07,-130
26,1.95276,1657948487.0,0.430645,-129.9989,136,8,-4.870623e-07,-130
27,2.021966,1657948487.0,0.499851,-129.9989,136,8,-4.869917e-07,-130
28,2.091199,1657948487.0,0.569084,-129.9991,136,8,-4.854439e-07,-130
29,2.160419,1657948487.0,0.638304,-129.9991,136,8,-4.871218e-07,-130
30,2.229651,1657948487.0,0.707536,-129.999,136,8,-4.849824e-07,-130
31,2.298875,1657948487.0,0.77676,-129.9991,136,8,-4.850813e-07,-130
32,2.368108,1657948487.0,0.845993,-129.999,136,8,-4.830407e-07,-130
33,2.437336,1657948487.0,0.91522,-129.999,136,8,-4.819772e-07,-130
34,2.506569,1657948487.0,0.984454,-129.999,136,8,-4.828013e-07,-130
35,2.575795,1657948488.0,0.0536799,-129.9992,136,8,-4.829428e-07,-130
36,2.64501,1657948488.0,0.122895,-129.9991,136,8,-4.826937e-07,-130
37,2.714242,1657948488.0,0.192127,-129.9991,136,8,-4.816096e-07,-130
38,2.783464,1657948488.0,0.261349,-129.9992,136,8,-4.80813e-07,-130
39,2.85269,1657948488.0,0.330575,-129.999,136,8,-4.826982e-07,-130
40,2.921917,1657948488.0,0.399802,-129.9992,136,8,-4.806026e-07,-130
41,2.991144,1657948488.0,0.469029,-129.9991,136,8,-4.797158e-07,-130
42,3.060364,1657948488.0,0.538249,-129.9992,136,8,-4.780191e-07,-130
43,3.129604,1657948488.0,0.607489,-129.999,136,8,-4.805485e-07,-130
44,3.198827,1657948488.0,0.676712,-129.999,136,8,-4.802209e-07,-130
45,3.268041,1657948488.0,0.745926,-129.9991,136,8,-4.786228e-07,-130
46,3.337265,1657948488.0,0.81515,-129.9991,136,8,-4.788892e-07,-130
47,3.406486,1657948488.0,0.884371,-129.9991,136,8,-4.788853e-07,-130
48,3.475702,1657948488.0,0.953587,-129.9991,136,8,-4.784497e-07,-130
49,3.544916,1657948489.0,0.0228012,-129.999,136,8,-4.784284e-07,-130
50,3.614144,1657948489.0,0.0920289,-129.9991,136,8,-4.78597e-07,-130
51,3.683377,1657948489.0,0.161262,-129.9991,136,8,-4.759878e-07,-130
52,3.752604,1657948489.0,0.230488,-129.999,136,8,-4.764659e-07,-130
53,3.82183,1657948489.0,0.299715,-129.999,136,8,-4.779629e-07,-130
54,3.891061,1657948489.0,0.368946,-129.999,136,8,-4.773202e-07,-130
55,3.96029,1657948489.0,0.438175,-129.9992,136,8,-4.758657e-07,-130
56,4.029507,1657948489.0,0.507392,-129.9991,136,8,-4.776433e-07,-130
57,4.098738,1657948489.0,0.576622,-129.999,136,8,-4.780286e-07,-130
58,4.167952,1657948489.0,0.645837,-129.9991,136,8,-4.735907e-07,-130
59,4.237167,1657948489.0,0.715052,-129.9992,136,8,-4.761867e-07,-130
60,4.306382,1657948489.0,0.784267,-129.999,136,8,-4.746724e-07,-130
61,4.375622,1657948489.0,0.853507,-129.999,136,8,-4.747471e-07,-130
62,4.444845,1657948489.0,0.92273,-129.9989,136,8,-4.74956e-07,-130
63,4.514066,1657948489.0,0.991951,-129.9991,136,8,-4.741444e-07,-130
64,4.583279,1657948490.0,0.0611643,-129.9991,136,8,-4.736689e-07,-130
65,4.652495,1657948490.0,0.13038,-129.999,136,8,-4.747509e-07,-130
66,4.721719,1657948490.0,0.199604,-129.999,136,8,-4.745239e-07,-130
67,4.790943,1657948490.0,0.268828,-129.9991,136,8,-4.726943e-07,-130
68,4.860168,1657948490.0,0.338053,-129.999,136,8,-4.734837e-07,-130
69,4.9294,1657948490.0,0.407285,-129.9991,136,8,-4.744528e-07,-130
70,4.998639,1657948490.0,0.476524,-129.999,136,8,-4.755717e-07,-130
71,5.067869,1657948490.0,0.545754,-129.9991,136,8,-4.71659e-07,-130
72,5.137093,1657948490.0,0.614977,-129.999,136,8,-4.741508e-07,-130
73,5.206309,1657948490.0,0.684194,-129.9991,136,8,-4.742028e-07,-130
74,5.275525,1657948490.0,0.75341,-129.999,136,8,-4.751451e-07,-130
75,5.344733,1657948490.0,0.822618,-129.9989,136,8,-4.72284e-07,-130
76,5.413954,1657948490.0,0.891838,-129.9989,136,8,-4.759565e-07,-130
77,5.483173,1657948490.0,0.961058,-129.999,136,8,-4.730071e-07,-130
78,5.552398,1657948491.0,0.0302825,-129.9991,136,8,-4.724581e-07,-130
79,5.621629,1657948491.0,0.0995143,-129.9991,136,8,-4.722615e-07,-130
80,5.69085,1657948491.0,0.168735,-129.9991,136,8,-4.742232e-07,-130
81,5.760069,1657948491.0,0.237954,-129.9991,136,8,-4.725723e-07,-130
82,5.82929,1657948491.0,0.307174,-129.9991,136,8,-4.72454e-07,-130
83,5.898519,1657948491.0,0.376404,-129.9989,136,8,-4.721691e-07,-130
84,5.967728,1657948491.0,0.445613,-129.9989,136,8,-4.713444e-07,-130
85,6.036957,1657948491.0,0.514842,-129.9991,136,8,-4.720899e-07,-130
86,6.106183,1657948491.0,0.584068,-129.9992,136,8,-4.729726e-07,-130
