,REL,SEC,FRAC,SOUR,SOURSTAT,STAT,READ,VOLTAGE
0,0.0,1657948356.0,0.972806,-69.99937,136,8,-5.34762e-07,-70
1,0.2221612,1657948357.0,0.194967,-69.99904,136,8,-4.946801e-07,-70
2,0.2913782,1657948357.0,0.264184,-69.99893,136,8,-4.855671e-07,-70
3,0.3606015,1657948357.0,0.333407,-69.99896,136,8,-4.792407e-07,-70
4,0.4298204,1657948357.0,0.402626,-69.99888,136,8,-4.741884e-07,-70
5,0.49904,1657948357.0,0.471846,-69.99892,136,8,-4.712983e-07,-70
6,0.5682621,1657948357.0,0.541068,-69.99896,136,8,-4.677818e-07,-70
7,0.6374813,1657948357.0,0.610287,-69.9989,136,8,-4.671419e-07,-70
8,0.7066956,1657948357.0,0.679501,-69.99892,136,8,-4.665346e-07,-70
9,0.7759136,1657948357.0,0.748719,-69.99892,136,8,-4.613481e-07,-70
10,0.8451332,1657948357.0,0.817939,-69.99896,136,8,-4.616063e-07,-70
11,0.9143558,1657948357.0,0.887161,-69.99894,136,8,-4.606864e-07,-70
12,0.9835648,1657948357.0,0.95637,-69.99892,136,8,-4.599654e-07,-70
13,1.052782,1657948358.0,0.0255881,-69.99897,136,8,-4.56906e-07,-70
14,1.121993,1657948358.0,0.0947983,-69.99892,136,8,-4.558561e-07,-70
15,1.191212,1657948358.0,0.164018,-69.99886,136,8,-4.577126e-07,-70
16,1.260448,1657948358.0,0.233254,-69.99886,136,8,-4.567571e-07,-70
17,1.329674,1657948358.0,0.302479,-69.99892,136,8,-4.55115e-07,-70
18,1.398885,1657948358.0,0.37169,-69.99886,136,8,-4.542443e-07,-70
19,1.468112,1657948358.0,0.440917,-69.99893,136,8,-4.529804e-07,-70
20,1.537335,1657948358.0,0.510141,-69.99888,136,8,-4.524024e-07,-70
21,1.606562,1657948358.0,0.579368,-69.99902,136,8,-4.537263e-07,-70
22,1.675787,1657948358.0,0.648593,-69.99904,136,8,-4.52113e-07,-70
23,1.745008,1657948358.0,0.717813,-69.99896,136,8,-4.499475e-07,-70
24,1.814216,1657948358.0,0.787022,-69.99892,136,8,-4.524525e-07,-70
