,REL,SEC,FRAC,SOUR,SOURSTAT,STAT,READ,VOLTAGE
0,0.0,1657948309.0,0.864812,-49.99879,136,8,-5.174549e-07,-50
1,0.22216,1657948310.0,0.0869723,-49.9984,136,8,-4.786157e-07,-50
2,0.291369,1657948310.0,0.156181,-49.99832,136,8,-4.716897e-07,-50
3,0.3605681,1657948310.0,0.225381,-49.99828,136,8,-4.682836e-07,-50
4,0.4297701,1657948310.0,0.294583,-49.99832,136,8,-4.66261e-07,-50
5,0.4990004,1657948310.0,0.363813,-49.99821,136,8,-4.630729e-07,-50
6,0.5682238,1657948310.0,0.433036,-49.99821,136,8,-4.625239e-07,-50
7,0.6374615,1657948310.0,0.502274,-49.99826,136,8,-4.598843e-07,-50
8,0.7066693,1657948310.0,0.571482,-49.99834,136,8,-4.576728e-07,-50
9,0.7759071,1657948310.0,0.640719,-49.99824,136,8,-4.554978e-07,-50
10,0.8451195,1657948310.0,0.709932,-49.99833,136,8,-4.547681e-07,-50
11,0.9143435,1657948310.0,0.779156,-49.99824,136,8,-4.544052e-07,-50
12,0.9835601,1657948310.0,0.848372,-49.99837,136,8,-4.518033e-07,-50
13,1.052765,1657948310.0,0.917577,-49.99829,136,8,-4.524796e-07,-50
14,1.121976,1657948310.0,0.986788,-49.99835,136,8,-4.53462e-07,-50
15,1.191202,1657948311.0,0.056014,-49.9982,136,8,-4.499627e-07,-50
16,1.260437,1657948311.0,0.125249,-49.99825,136,8,-4.475527e-07,-50
17,1.329632,1657948311.0,0.194445,-49.99828,136,8,-4.475575e-07,-50
18,1.398847,1657948311.0,0.26366,-49.99833,136,8,-4.469644e-07,-50
19,1.468084,1657948311.0,0.332897,-49.99822,136,8,-4.479012e-07,-50
20,1.53731,1657948311.0,0.402122,-49.99828,136,8,-4.478002e-07,-50
21,1.606514,1657948311.0,0.471326,-49.99831,136,8,-4.463253e-07,-50
22,1.675752,1657948311.0,0.540564,-49.99817,136,8,-4.457262e-07,-50
23,1.744953,1657948311.0,0.609765,-49.99829,136,8,-4.449749e-07,-50
24,1.814167,1657948311.0,0.678979,-49.99826,136,8,-4.465107e-07,-50
25,1.883403,1657948311.0,0.748216,-49.99816,136,8,-4.425194e-07,-50
26,1.952631,1657948311.0,0.817443,-49.99825,136,8,-4.43711e-07,-50
27,2.021859,1657948311.0,0.886671,-49.99825,136,8,-4.455411e-07,-50
28,2.091102,1657948311.0,0.955914,-49.99819,136,8,-4.431103e-07,-50
29,2.160315,1657948312.0,0.025127,-49.99828,136,8,-4.418712e-07,-50
30,2.229539,1657948312.0,0.094351,-49.9982,136,8,-4.431393e-07,-50
31,2.298767,1657948312.0,0.163579,-49.99819,136,8,-4.441455e-07,-50
32,2.367997,1657948312.0,0.232809,-49.9982,136,8,-4.429804e-07,-50
33,2.437218,1657948312.0,0.302031,-49.99821,136,8,-4.408962e-07,-50
34,2.506454,1657948312.0,0.371266,-49.99829,136,8,-4.420291e-07,-50
35,2.57569,1657948312.0,0.440502,-49.99827,136,8,-4.417725e-07,-50
36,2.644923,1657948312.0,0.509735,-49.99815,136,8,-4.426171e-07,-50
37,2.714149,1657948312.0,0.578961,-49.99825,136,8,-4.417835e-07,-50
38,2.783375,1657948312.0,0.648187,-49.99821,136,8,-4.403107e-07,-50
39,2.852611,1657948312.0,0.717423,-49.99823,136,8,-4.423052e-07,-50
40,2.921843,1657948312.0,0.786655,-49.99822,136,8,-4.398815e-07,-50
41,2.991075,1657948312.0,0.855887,-49.99824,136,8,-4.396772e-07,-50
42,3.060284,1657948312.0,0.925096,-49.99825,136,8,-4.388376e-07,-50
43,3.129501,1657948312.0,0.994314,-49.99821,136,8,-4.406569e-07,-50
44,3.198734,1657948313.0,0.0635464,-49.99819,136,8,-4.42282e-07,-50
45,3.267969,1657948313.0,0.132782,-49.9982,136,8,-4.408477e-07,-50
46,3.33718,1657948313.0,0.201993,-49.99832,136,8,-4.388583e-07,-50
47,3.406381,1657948313.0,0.271194,-49.99832,136,8,-4.410336e-07,-50
48,3.475601,1657948313.0,0.340413,-49.99825,136,8,-4.381199e-07,-50
49,3.544798,1657948313.0,0.409611,-49.99831,136,8,-4.401061e-07,-50
50,3.61404,1657948313.0,0.478852,-49.99816,136,8,-4.394884e-07,-50
51,3.683272,1657948313.0,0.548085,-49.99827,136,8,-4.400001e-07,-50
52,3.752503,1657948313.0,0.617316,-49.99825,136,8,-4.393116e-07,-50
53,3.821728,1657948313.0,0.68654,-49.99823,136,8,-4.393829e-07,-50
54,3.890944,1657948313.0,0.755756,-49.99829,136,8,-4.390009e-07,-50
