,REL,SEC,FRAC,SOUR,SOURSTAT,STAT,READ,VOLTAGE
0,0.0,1657950234.0,0.696427,-10.00003,136,8,-1.316145e-07,-10
1,0.06921792,1657950234.0,0.765645,-10.00002,136,8,-1.274186e-07,-10
2,0.1384263,1657950234.0,0.834853,-10.00002,136,8,-1.246884e-07,-10
3,0.2076455,1657950234.0,0.904072,-10.00003,136,8,-1.22674e-07,-10
4,0.2768511,1657950234.0,0.973278,-10.00002,136,8,-1.208917e-07,-10
5,0.3460706,1657950235.0,0.0424972,-10.00003,136,8,-1.197176e-07,-10
6,0.4152788,1657950235.0,0.111705,-10.00003,136,8,-1.18554e-07,-10
7,0.4844812,1657950235.0,0.180908,-10.00002,136,8,-1.175475e-07,-10
8,0.5537018,1657950235.0,0.250128,-10.00003,136,8,-1.168726e-07,-10
9,0.6229139,1657950235.0,0.319341,-10.00002,136,8,-1.160021e-07,-10
10,0.6921321,1657950235.0,0.388559,-10.00001,136,8,-1.157246e-07,-10
11,0.7613485,1657950235.0,0.457775,-10.00001,136,8,-1.150626e-07,-10
12,0.8305693,1657950235.0,0.526996,-10.00001,136,8,-1.14613e-07,-10
13,0.8997935,1657950235.0,0.59622,-10.00001,136,8,-1.140806e-07,-10
14,0.9690093,1657950235.0,0.665436,-10.00002,136,8,-1.138424e-07,-10
15,1.038205,1657950235.0,0.734632,-10.00003,136,8,-1.132554e-07,-10
16,1.107405,1657950235.0,0.803831,-10.00002,136,8,-1.129408e-07,-10
17,1.176618,1657950235.0,0.873044,-10.00001,136,8,-1.129561e-07,-10
18,1.245836,1657950235.0,0.942263,-10.00001,136,8,-1.125266e-07,-10
19,1.315048,1657950236.0,0.0114751,-10.00001,136,8,-1.123766e-07,-10
20,1.384266,1657950236.0,0.0806923,-10.00001,136,8,-1.123887e-07,-10
21,1.45348,1657950236.0,0.149907,-10.00002,136,8,-1.118757e-07,-10
22,1.52268,1657950236.0,0.219106,-10.00002,136,8,-1.11586e-07,-10
23,1.591879,1657950236.0,0.288305,-10.00002,136,8,-1.115868e-07,-10
24,1.661104,1657950236.0,0.357531,-10.00002,136,8,-1.113671e-07,-10
25,1.730321,1657950236.0,0.426747,-10.00001,136,8,-1.11189e-07,-10
26,1.799536,1657950236.0,0.495963,-10.00001,136,8,-1.111313e-07,-10
27,1.868751,1657950236.0,0.565178,-10.00001,136,8,-1.108345e-07,-10
28,1.937955,1657950236.0,0.634382,-10.0,136,8,-1.109233e-07,-10
29,2.007165,1657950236.0,0.703591,-10.00001,136,8,-1.107091e-07,-10
30,2.076363,1657950236.0,0.77279,-10.00001,136,8,-1.105238e-07,-10
31,2.145583,1657950236.0,0.84201,-10.00001,136,8,-1.103656e-07,-10
32,2.214805,1657950236.0,0.911232,-10.00001,136,8,-1.103816e-07,-10
