,REL,SEC,FRAC,SOUR,SOURSTAT,STAT,READ,VOLTAGE
0,0.0,1657948256.0,0.538351,-30.00081,136,8,-4.974136e-07,-30
1,0.2221499,1657948256.0,0.760501,-30.0003,136,8,-4.691707e-07,-30
2,0.2913738,1657948256.0,0.829725,-30.00023,136,8,-4.662522e-07,-30
3,0.3605782,1657948256.0,0.898929,-30.00027,136,8,-4.620526e-07,-30
4,0.4297836,1657948256.0,0.968135,-30.00029,136,8,-4.597145e-07,-30
5,0.4990037,1657948257.0,0.0373547,-30.00031,136,8,-4.565333e-07,-30
6,0.568209,1657948257.0,0.10656,-30.00031,136,8,-4.552481e-07,-30
7,0.6374242,1657948257.0,0.175775,-30.00028,136,8,-4.528389e-07,-30
8,0.7066433,1657948257.0,0.244994,-30.00032,136,8,-4.498939e-07,-30
9,0.7758527,1657948257.0,0.314204,-30.00028,136,8,-4.497477e-07,-30
10,0.8450664,1657948257.0,0.383417,-30.00028,136,8,-4.489463e-07,-30
11,0.9142867,1657948257.0,0.452638,-30.00033,136,8,-4.485187e-07,-30
12,0.9834994,1657948257.0,0.52185,-30.00025,136,8,-4.485718e-07,-30
13,1.052713,1657948257.0,0.591064,-30.00025,136,8,-4.478064e-07,-30
14,1.12193,1657948257.0,0.660281,-30.00028,136,8,-4.441825e-07,-30
15,1.19115,1657948257.0,0.729501,-30.0003,136,8,-4.451149e-07,-30
16,1.260357,1657948257.0,0.798708,-30.00027,136,8,-4.442996e-07,-30
17,1.329575,1657948257.0,0.867926,-30.0003,136,8,-4.441716e-07,-30
18,1.398796,1657948257.0,0.937147,-30.00024,136,8,-4.443111e-07,-30
19,1.468024,1657948258.0,0.00637466,-30.00032,136,8,-4.44625e-07,-30
20,1.537243,1657948258.0,0.0755944,-30.00021,136,8,-4.428753e-07,-30
21,1.606466,1657948258.0,0.144817,-30.00031,136,8,-4.431118e-07,-30
22,1.675674,1657948258.0,0.214025,-30.00019,136,8,-4.410165e-07,-30
23,1.744881,1657948258.0,0.283232,-30.00031,136,8,-4.414273e-07,-30
24,1.814082,1657948258.0,0.352433,-30.00028,136,8,-4.433503e-07,-30
25,1.883301,1657948258.0,0.421652,-30.00026,136,8,-4.423456e-07,-30
26,1.95251,1657948258.0,0.490861,-30.00029,136,8,-4.409164e-07,-30
27,2.021716,1657948258.0,0.560068,-30.00021,136,8,-4.404058e-07,-30
28,2.090946,1657948258.0,0.629297,-30.00027,136,8,-4.409296e-07,-30
29,2.160163,1657948258.0,0.698515,-30.00022,136,8,-4.407121e-07,-30
30,2.229372,1657948258.0,0.767723,-30.00024,136,8,-4.420593e-07,-30
31,2.298574,1657948258.0,0.836925,-30.00023,136,8,-4.400867e-07,-30
32,2.367786,1657948258.0,0.906137,-30.00031,136,8,-4.394662e-07,-30
33,2.436996,1657948258.0,0.975347,-30.0002,136,8,-4.404597e-07,-30
34,2.506212,1657948259.0,0.0445629,-30.00022,136,8,-4.395099e-07,-30
35,2.575426,1657948259.0,0.113777,-30.00027,136,8,-4.391744e-07,-30
36,2.644633,1657948259.0,0.182984,-30.00023,136,8,-4.373379e-07,-30
37,2.713853,1657948259.0,0.252204,-30.00029,136,8,-4.376067e-07,-30
38,2.783063,1657948259.0,0.321414,-30.00025,136,8,-4.382842e-07,-30
39,2.852283,1657948259.0,0.390634,-30.00029,136,8,-4.35895e-07,-30
40,2.921474,1657948259.0,0.459825,-30.00031,136,8,-4.367524e-07,-30
41,2.990664,1657948259.0,0.529016,-30.00025,136,8,-4.394043e-07,-30
42,3.059842,1657948259.0,0.598193,-30.00025,136,8,-4.38551e-07,-30
43,3.129054,1657948259.0,0.667405,-30.00026,136,8,-4.387889e-07,-30
44,3.198267,1657948259.0,0.736618,-30.00034,136,8,-4.36714e-07,-30
45,3.26747,1657948259.0,0.805821,-30.00024,136,8,-4.385742e-07,-30
46,3.336688,1657948259.0,0.875039,-30.00029,136,8,-4.366222e-07,-30
47,3.405913,1657948259.0,0.944264,-30.00033,136,8,-4.343629e-07,-30
48,3.475129,1657948260.0,0.0134796,-30.00026,136,8,-4.363247e-07,-30
49,3.544342,1657948260.0,0.082693,-30.00034,136,8,-4.352403e-07,-30
50,3.613544,1657948260.0,0.151895,-30.00029,136,8,-4.372757e-07,-30
51,3.682762,1657948260.0,0.221113,-30.00029,136,8,-4.358521e-07,-30
52,3.751981,1657948260.0,0.290332,-30.00036,136,8,-4.353358e-07,-30
53,3.821195,1657948260.0,0.359546,-30.00034,136,8,-4.36419e-07,-30
54,3.890408,1657948260.0,0.428759,-30.00026,136,8,-4.351623e-07,-30
55,3.959625,1657948260.0,0.497976,-30.0004,136,8,-4.354741e-07,-30
56,4.028836,1657948260.0,0.567187,-30.00033,136,8,-4.356708e-07,-30
57,4.098046,1657948260.0,0.636397,-30.00029,136,8,-4.358192e-07,-30
58,4.167256,1657948260.0,0.705607,-30.00037,136,8,-4.351786e-07,-30
59,4.236475,1657948260.0,0.774826,-30.00028,136,8,-4.344203e-07,-30
60,4.305691,1657948260.0,0.844042,-30.00036,136,8,-4.355366e-07,-30
61,4.374901,1657948260.0,0.913252,-30.00038,136,8,-4.347677e-07,-30
62,4.44412,1657948260.0,0.982471,-30.00029,136,8,-4.342025e-07,-30
63,4.513332,1657948261.0,0.0516833,-30.00032,136,8,-4.339813e-07,-30
64,4.582535,1657948261.0,0.120886,-30.00032,136,8,-4.342468e-07,-30
65,4.651747,1657948261.0,0.190098,-30.00038,136,8,-4.34945e-07,-30
66,4.720974,1657948261.0,0.259325,-30.00032,136,8,-4.343424e-07,-30
67,4.790191,1657948261.0,0.328542,-30.00032,136,8,-4.33554e-07,-30
68,4.859409,1657948261.0,0.39776,-30.00033,136,8,-4.359916e-07,-30
69,4.928609,1657948261.0,0.466961,-30.00037,136,8,-4.339317e-07,-30
70,4.997814,1657948261.0,0.536165,-30.00032,136,8,-4.35013e-07,-30
71,5.067028,1657948261.0,0.605379,-30.00032,136,8,-4.355879e-07,-30
72,5.136238,1657948261.0,0.674589,-30.00029,136,8,-4.351188e-07,-30
