,REL,SEC,FRAC,SOUR,SOURSTAT,STAT,READ,VOLTAGE
0,0.0,1657948049.0,0.034393,-59.99875,136,8,-5.169966e-07,-60
1,0.2221556,1657948049.0,0.256549,-59.99859,136,8,-4.921527e-07,-60
2,0.291365,1657948049.0,0.325758,-59.99825,136,8,-4.851341e-07,-60
3,0.3605802,1657948049.0,0.394973,-59.99824,136,8,-4.813702e-07,-60
4,0.4297978,1657948049.0,0.464191,-59.99814,136,8,-4.762024e-07,-60
5,0.4990107,1657948049.0,0.533404,-59.99821,136,8,-4.728463e-07,-60
6,0.5682315,1657948049.0,0.602625,-59.99824,136,8,-4.695173e-07,-60
7,0.6374393,1657948049.0,0.671832,-59.99815,136,8,-4.680111e-07,-60
8,0.7066582,1657948049.0,0.741051,-59.99817,136,8,-4.686128e-07,-60
9,0.7758703,1657948049.0,0.810263,-59.99829,136,8,-4.695318e-07,-60
10,0.8450906,1657948049.0,0.879484,-59.99823,136,8,-4.673746e-07,-60
11,0.9142974,1657948049.0,0.94869,-59.99818,136,8,-4.673627e-07,-60
12,0.9835181,1657948050.0,0.0179111,-59.99824,136,8,-4.65214e-07,-60
13,1.052723,1657948050.0,0.0871164,-59.99834,136,8,-4.662419e-07,-60
14,1.121929,1657948050.0,0.156322,-59.99829,136,8,-4.669295e-07,-60
15,1.191134,1657948050.0,0.225527,-59.99822,136,8,-4.638002e-07,-60
16,1.260342,1657948050.0,0.294735,-59.99825,136,8,-4.645701e-07,-60
17,1.329542,1657948050.0,0.363935,-59.99823,136,8,-4.634628e-07,-60
18,1.398725,1657948050.0,0.433118,-59.99821,136,8,-4.62541e-07,-60
19,1.467931,1657948050.0,0.502324,-59.99825,136,8,-4.632512e-07,-60
20,1.537135,1657948050.0,0.571528,-59.99824,136,8,-4.615181e-07,-60
21,1.606338,1657948050.0,0.640731,-59.99828,136,8,-4.623444e-07,-60
22,1.67554,1657948050.0,0.709933,-59.99825,136,8,-4.620109e-07,-60
