,REL,SEC,FRAC,SOUR,SOURSTAT,STAT,READ,VOLTAGE
0,0.0,1657948450.0,0.436671,-109.9978,136,8,-5.950032e-07,-110
1,0.2222007,1657948450.0,0.658872,-109.9975,136,8,-5.397477e-07,-110
2,0.291453,1657948450.0,0.728124,-109.9974,136,8,-5.219396e-07,-110
3,0.3606859,1657948450.0,0.797357,-109.9974,136,8,-5.144994e-07,-110
4,0.4299127,1657948450.0,0.866584,-109.9974,136,8,-5.093852e-07,-110
5,0.4991277,1657948450.0,0.935799,-109.9976,136,8,-5.035356e-07,-110
6,0.5683577,1657948451.0,0.00502898,-109.9975,136,8,-4.989469e-07,-110
7,0.6375805,1657948451.0,0.0742518,-109.9975,136,8,-4.953013e-07,-110
8,0.7068107,1657948451.0,0.143482,-109.9975,136,8,-4.946017e-07,-110
9,0.7760398,1657948451.0,0.212711,-109.9975,136,8,-4.924972e-07,-110
10,0.8452654,1657948451.0,0.281937,-109.9975,136,8,-4.904091e-07,-110
11,0.9144915,1657948451.0,0.351163,-109.9975,136,8,-4.880636e-07,-110
12,0.9837284,1657948451.0,0.4204,-109.9975,136,8,-4.843429e-07,-110
13,1.052958,1657948451.0,0.489629,-109.9975,136,8,-4.861667e-07,-110
14,1.12218,1657948451.0,0.558852,-109.9974,136,8,-4.823053e-07,-110
15,1.191409,1657948451.0,0.62808,-109.9976,136,8,-4.809535e-07,-110
16,1.260632,1657948451.0,0.697303,-109.9976,136,8,-4.811267e-07,-110
17,1.329867,1657948451.0,0.766539,-109.9975,136,8,-4.802715e-07,-110
18,1.399086,1657948451.0,0.835757,-109.9976,136,8,-4.769728e-07,-110
19,1.468315,1657948451.0,0.904986,-109.9975,136,8,-4.788495e-07,-110
20,1.537541,1657948451.0,0.974212,-109.9974,136,8,-4.777789e-07,-110
21,1.60677,1657948452.0,0.0434408,-109.9975,136,8,-4.770412e-07,-110
22,1.676007,1657948452.0,0.112679,-109.9975,136,8,-4.732549e-07,-110
23,1.745205,1657948452.0,0.181877,-109.9973,136,8,-4.749278e-07,-110
24,1.814435,1657948452.0,0.251106,-109.9975,136,8,-4.744242e-07,-110
